pair,metric_name,target,n,pearson,spearman,mean_metric,mean_target
3-8,top_pair_overlap,mean_abs_delta_loss,3,0.45161927729858836,0.5,0.11340442609792456,0.10473428974075923
4-5,coactivation_cosine,up_delta_loss,3,-0.9992809087166817,-1.0,0.9831647858080794,-0.008063797282163424
4-5,coactivation_cosine,down_delta_loss,3,-0.9730145905375999,-1.0,0.9831647858080794,0.012733410905908663
4-5,coactivation_cosine,mean_abs_delta_loss,3,0.9982068171713983,1.0,0.9831647858080794,0.010398604094036043
4-5,nestedness,up_delta_loss,3,-0.6932122606518323,-0.5,0.7236915870949074,-0.008063797282163424
4-5,nestedness,down_delta_loss,3,-0.8196802930514102,-0.5,0.7236915870949074,0.012733410905908663
4-5,nestedness,mean_abs_delta_loss,3,0.6195078614127406,0.5,0.7236915870949074,0.010398604094036043
4-5,spearman,up_delta_loss,3,-0.026444441620889297,-0.5,0.8132272164026896,-0.008063797282163424
4-5,spearman,down_delta_loss,3,-0.21956025657646402,-0.5,0.8132272164026896,0.012733410905908663
4-5,spearman,mean_abs_delta_loss,3,-0.07131276858224711,0.5,0.8132272164026896,0.010398604094036043
4-5,top1_agreement,up_delta_loss,3,-0.01329111781198495,-0.5,0.5729024574239417,-0.008063797282163424
4-5,top1_agreement,down_delta_loss,3,-0.20670663141680895,-0.5,0.5729024574239417,0.012733410905908663
4-5,top1_agreement,mean_abs_delta_loss,3,-0.08442873909248161,0.5,0.5729024574239417,0.010398604094036043
4-5,top_pair_overlap,up_delta_loss,3,0.17336484838052613,0.5,0.23148148148148148,-0.008063797282163424
4-5,top_pair_overlap,down_delta_loss,3,0.3608334675755556,0.5,0.23148148148148148,0.012733410905908663
4-5,top_pair_overlap,mean_abs_delta_loss,3,-0.0763499833543115,-0.5,0.23148148148148148,0.010398604094036043
4-6,coactivation_cosine,up_delta_loss,3,-0.9870132228189997,-1.0,0.9824865808476148,-0.004239870442284466
4-6,coactivation_cosine,down_delta_loss,3,0.7762294850839165,0.5,0.9824865808476148,0.025731914888614055
4-6,coactivation_cosine,mean_abs_delta_loss,3,0.8831655443238284,1.0,0.9824865808476148,0.015278013452650998
4-6,nestedness,up_delta_loss,3,-0.7435410063062777,-0.5,0.7693610620246362,-0.004239870442284466
4-6,nestedness,down_delta_loss,3,0.31224472195703884,-0.5,0.7693610620246362,0.025731914888614055
4-6,nestedness,mean_abs_delta_loss,3,0.48945148828112156,0.5,0.7693610620246362,0.015278013452650998
4-6,spearman,up_delta_loss,3,-0.6110321776629033,-0.5,0.8007325927416483,-0.004239870442284466
4-6,spearman,down_delta_loss,3,0.13614437307901833,-0.5,0.8007325927416483,0.025731914888614055
4-6,spearman,mean_abs_delta_loss,3,0.32449156488744185,0.5,0.8007325927416483,0.015278013452650998
4-6,top1_agreement,up_delta_loss,3,-0.3943967082993412,-0.5,0.5494920841600529,-0.004239870442284466
4-6,top1_agreement,down_delta_loss,3,-0.11512823243181886,-0.5,0.5494920841600529,0.025731914888614055
4-6,top1_agreement,mean_abs_delta_loss,3,0.07844090395210773,0.5,0.5494920841600529,0.015278013452650998
4-6,top_pair_overlap,up_delta_loss,3,-0.11966032054624366,0.0,0.15468409586056645,-0.004239870442284466
4-6,top_pair_overlap,down_delta_loss,3,0.5977912957601631,0.8660254037844387,0.15468409586056645,0.025731914888614055
4-6,top_pair_overlap,mean_abs_delta_loss,3,0.43211562734116826,0.0,0.15468409586056645,0.015278013452650998
4-7,coactivation_cosine,up_delta_loss,3,-0.4539177005046791,-0.5,0.9824917226935955,0.008489440673242829
4-7,coactivation_cosine,down_delta_loss,3,-0.8870362159473056,-0.5,0.9824917226935955,0.03949527198044709
4-7,coactivation_cosine,mean_abs_delta_loss,3,-0.7095763253580313,-0.5,0.9824917226935955,0.025566830363853887
4-7,nestedness,up_delta_loss,3,-0.5599714406075567,-0.5,0.8084271143353176,0.008489440673242829
4-7,nestedness,down_delta_loss,3,-0.9370484909985021,-0.5,0.8084271143353176,0.03949527198044709
4-7,nestedness,mean_abs_delta_loss,3,-0.7907852860450528,-0.5,0.8084271143353176,0.025566830363853887
4-7,spearman,up_delta_loss,3,-0.4977790194858486,-0.5,0.7955320080121359,0.008489440673242829
4-7,spearman,down_delta_loss,3,-0.9089525492301812,-0.5,0.7955320080121359,0.03949527198044709
4-7,spearman,mean_abs_delta_loss,3,-0.7438253602382427,-0.5,0.7955320080121359,0.025566830363853887
4-7,top1_agreement,up_delta_loss,3,-0.4852707440810047,-0.5,0.5347093047288359,0.008489440673242829
4-7,top1_agreement,down_delta_loss,3,-0.9028709367977176,-0.5,0.5347093047288359,0.03949527198044709
4-7,top1_agreement,mean_abs_delta_loss,3,-0.7341488988467547,-0.5,0.5347093047288359,0.025566830363853887
4-7,top_pair_overlap,up_delta_loss,3,-0.3159286625801965,0.0,0.13519091847265222,0.008489440673242829
4-7,top_pair_overlap,down_delta_loss,3,0.29388927833555567,0.0,0.13519091847265222,0.03949527198044709
4-7,top_pair_overlap,mean_abs_delta_loss,3,-0.0036957216314999933,0.0,0.13519091847265222,0.025566830363853887
4-8,coactivation_cosine,up_delta_loss,3,-0.09560895987580458,-0.5,0.9812706945485363,0.028235328260552972
4-8,coactivation_cosine,down_delta_loss,3,-0.9988767821595947,-1.0,0.9812706945485363,0.054301111471085316
4-8,coactivation_cosine,mean_abs_delta_loss,3,-0.5152180556438094,-0.5,0.9812706945485363,0.04126821986581914
4-8,nestedness,up_delta_loss,3,-0.8122157634035662,-1.0,0.8325967132729829,0.028235328260552972
4-8,nestedness,down_delta_loss,3,-0.6932667813866837,-0.5,0.8325967132729829,0.054301111471085316
4-8,nestedness,mean_abs_delta_loss,3,-0.9843148305685442,-1.0,0.8325967132729829,0.04126821986581914
4-8,spearman,up_delta_loss,3,-0.5819230243226067,-0.5,0.7837461431821188,0.028235328260552972
4-8,spearman,down_delta_loss,3,-0.8879465635584762,-1.0,0.7837461431821188,0.054301111471085316
4-8,spearman,mean_abs_delta_loss,3,-0.8755621255003818,-0.5,0.7837461431821188,0.04126821986581914
4-8,top1_agreement,up_delta_loss,3,-0.7743617470119663,-1.0,0.5202507543816138,0.028235328260552972
4-8,top1_agreement,down_delta_loss,3,-0.7367470476496563,-0.5,0.5202507543816138,0.054301111471085316
4-8,top1_agreement,mean_abs_delta_loss,3,-0.9714368381995405,-1.0,0.5202507543816138,0.04126821986581914
4-8,top_pair_overlap,up_delta_loss,3,0.970790494513626,1.0,0.11340442609792456,0.028235328260552972
4-8,top_pair_overlap,down_delta_loss,3,0.37597497151289755,0.5,0.11340442609792456,0.054301111471085316
4-8,top_pair_overlap,mean_abs_delta_loss,3,0.9794229232085303,1.0,0.11340442609792456,0.04126821986581914
5-6,coactivation_cosine,up_delta_loss,3,-0.6636659864478128,-0.5,0.9876881305576429,-0.0034817722108628955
5-6,coactivation_cosine,down_delta_loss,3,0.9573503890697767,1.0,0.9876881305576429,0.009000401332895591
5-6,coactivation_cosine,mean_abs_delta_loss,3,0.9830406568353566,1.0,0.9876881305576429,0.0062410867718792435
5-6,nestedness,up_delta_loss,3,0.41188118152825176,0.5,0.7562006551752645,-0.0034817722108628955
5-6,nestedness,down_delta_loss,3,0.6546187498464626,0.5,0.7562006551752645,0.009000401332895591
5-6,nestedness,mean_abs_delta_loss,3,0.2339497709101015,0.5,0.7562006551752645,0.0062410867718792435
5-6,spearman,up_delta_loss,3,0.4748527809320723,0.5,0.8314692378044128,-0.0034817722108628955
5-6,spearman,down_delta_loss,3,0.5999182842539282,0.5,0.8314692378044128,0.009000401332895591
5-6,spearman,mean_abs_delta_loss,3,0.16509960891888292,0.5,0.8314692378044128,0.0062410867718792435
5-6,top1_agreement,up_delta_loss,3,0.7525462772004885,1.0,0.599946521577381,-0.0034817722108628955
5-6,top1_agreement,down_delta_loss,3,0.2823813412922246,-0.5,0.599946521577381,0.009000401332895591
5-6,top1_agreement,mean_abs_delta_loss,3,-0.19010037912578753,-0.5,0.599946521577381,0.0062410867718792435
5-6,top_pair_overlap,up_delta_loss,3,0.14465651326435824,0.5,0.1791938997821351,-0.0034817722108628955
5-6,top_pair_overlap,down_delta_loss,3,0.8376846055012378,0.5,0.1791938997821351,0.009000401332895591
5-6,top_pair_overlap,mean_abs_delta_loss,3,0.4929611652681254,0.5,0.1791938997821351,0.0062410867718792435
5-7,coactivation_cosine,up_delta_loss,3,-0.5606701668869498,-0.5,0.98657693872195,0.0025985392313155145
5-7,coactivation_cosine,down_delta_loss,3,0.9516493083295785,0.5,0.98657693872195,0.0162089741419232
5-7,coactivation_cosine,mean_abs_delta_loss,3,-0.189024384212407,0.5,0.98657693872195,0.010583658382375405
5-7,nestedness,up_delta_loss,3,-0.7851504065629453,-1.0,0.7987710296792329,0.0025985392313155145
5-7,nestedness,down_delta_loss,3,0.9999899144900094,1.0,0.7987710296792329,0.0162089741419232
5-7,nestedness,mean_abs_delta_loss,3,-0.47759259212382155,-0.5,0.7987710296792329,0.010583658382375405
5-7,spearman,up_delta_loss,3,-0.5719384985761744,-1.0,0.8230282266934713,0.0025985392313155145
5-7,spearman,down_delta_loss,3,0.9557601384258482,1.0,0.8230282266934713,0.0162089741419232
5-7,spearman,mean_abs_delta_loss,3,-0.20243198438849414,-0.5,0.8230282266934713,0.010583658382375405
5-7,top1_agreement,up_delta_loss,3,-0.28460653298354643,-0.5,0.5843757750496031,0.0025985392313155145
5-7,top1_agreement,down_delta_loss,3,0.8145552680706861,0.5,0.5843757750496031,0.0162089741419232
5-7,top1_agreement,mean_abs_delta_loss,3,0.11616755583698325,0.5,0.5843757750496031,0.010583658382375405
5-7,top_pair_overlap,up_delta_loss,3,-0.9968811213623586,-0.8660254037844387,0.1574074074074074,0.0025985392313155145
5-7,top_pair_overlap,down_delta_loss,3,0.7368710134579503,0.8660254037844387,0.1574074074074074,0.0162089741419232
5-7,top_pair_overlap,mean_abs_delta_loss,3,-0.947322495073188,-0.8660254037844387,0.1574074074074074,0.010583658382375405
5-8,coactivation_cosine,up_delta_loss,3,-0.8353585164505125,-1.0,0.9867514256839894,0.010298008010500959
5-8,coactivation_cosine,down_delta_loss,3,-0.647138500551853,-0.5,0.9867514256839894,0.028855966197119793
5-8,coactivation_cosine,mean_abs_delta_loss,3,-0.9971893631935256,-1.0,0.9867514256839894,0.019576987103810378
5-8,nestedness,up_delta_loss,3,-0.8695791276435062,-0.5,0.8296686404596562,0.010298008010500959
5-8,nestedness,down_delta_loss,3,0.3844699983306737,0.5,0.8296686404596562,0.028855966197119793
5-8,nestedness,mean_abs_delta_loss,3,-0.3869715218670265,-0.5,0.8296686404596562,0.019576987103810378
5-8,spearman,up_delta_loss,3,-0.894891042040242,-0.5,0.8153315186500549,0.010298008010500959
5-8,spearman,down_delta_loss,3,0.33423740028997967,0.5,0.8153315186500549,0.028855966197119793
5-8,spearman,mean_abs_delta_loss,3,-0.43603010412928417,-0.5,0.8153315186500549,0.019576987103810378
5-8,top1_agreement,up_delta_loss,3,-0.7893880186371399,-1.0,0.5633564298115079,0.010298008010500959
5-8,top1_agreement,down_delta_loss,3,-0.7052659423327589,-0.5,0.5633564298115079,0.028855966197119793
5-8,top1_agreement,mean_abs_delta_loss,3,-0.9999920779770431,-1.0,0.5633564298115079,0.019576987103810378
5-8,top_pair_overlap,up_delta_loss,3,0.2884479420318125,0.0,0.13289760348583876,0.010298008010500959
5-8,top_pair_overlap,down_delta_loss,3,-0.9153504863654572,-0.8660254037844387,0.13289760348583876,0.028855966197119793
5-8,top_pair_overlap,mean_abs_delta_loss,3,-0.35638773461222345,0.0,0.13289760348583876,0.019576987103810378
6-7,coactivation_cosine,up_delta_loss,3,-0.09059199533228277,0.5,0.9926531971703839,-0.0005465616624822182
6-7,coactivation_cosine,down_delta_loss,3,0.17359857079987553,-0.5,0.9926531971703839,0.004025001059133522
6-7,coactivation_cosine,mean_abs_delta_loss,3,0.1303746265581789,-0.5,0.9926531971703839,0.0022857813608078703
6-7,nestedness,up_delta_loss,3,0.395793897017391,0.5,0.7834743923611112,-0.0005465616624822182
6-7,nestedness,down_delta_loss,3,-0.3175702559831508,-0.5,0.7834743923611112,0.004025001059133522
6-7,nestedness,mean_abs_delta_loss,3,-0.35872509802509345,-0.5,0.7834743923611112,0.0022857813608078703
6-7,spearman,up_delta_loss,3,0.7847707211222845,1.0,0.848790725072225,-0.0005465616624822182
6-7,spearman,down_delta_loss,3,-0.7301626211607501,-1.0,0.848790725072225,0.004025001059133522
6-7,spearman,mean_abs_delta_loss,3,-0.7593383358612529,-1.0,0.848790725072225,0.0022857813608078703
6-7,top1_agreement,up_delta_loss,3,0.6165083578606634,0.5,0.6232961826223545,-0.0005465616624822182
6-7,top1_agreement,down_delta_loss,3,-0.5484706067861088,-0.5,0.6232961826223545,0.004025001059133522
6-7,top1_agreement,mean_abs_delta_loss,3,-0.5845049708637999,-0.5,0.6232961826223545,0.0022857813608078703
6-7,top_pair_overlap,up_delta_loss,3,-0.9335122260522397,-0.8660254037844387,0.22549019607843138,-0.0005465616624822182
6-7,top_pair_overlap,down_delta_loss,3,0.9602379015605458,0.8660254037844387,0.22549019607843138,0.004025001059133522
6-7,top_pair_overlap,mean_abs_delta_loss,3,0.9471132872455259,0.8660254037844387,0.22549019607843138,0.0022857813608078703
6-8,coactivation_cosine,up_delta_loss,3,0.5416146440659125,0.5,0.9920023250766427,0.002455910677632326
6-8,coactivation_cosine,down_delta_loss,3,0.4187478580440341,0.5,0.9920023250766427,0.016003014549376453
6-8,coactivation_cosine,mean_abs_delta_loss,3,0.9995780351161313,1.0,0.9920023250766427,0.009229462613504389
6-8,nestedness,up_delta_loss,3,0.9669712482642413,1.0,0.8184810147293873,0.002455910677632326
6-8,nestedness,down_delta_loss,3,-0.7339387393861788,-0.5,0.8184810147293873,0.016003014549376453
6-8,nestedness,mean_abs_delta_loss,3,0.2817101031271052,0.5,0.8184810147293873,0.009229462613504389
6-8,spearman,up_delta_loss,3,0.8391085808318838,0.5,0.8393567204475403,0.002455910677632326
6-8,spearman,down_delta_loss,3,-0.9092703297962399,-1.0,0.8393567204475403,0.016003014549376453
6-8,spearman,mean_abs_delta_loss,3,-0.031843350037696457,-0.5,0.8393567204475403,0.009229462613504389
6-8,top1_agreement,up_delta_loss,3,0.11309964384878506,-0.5,0.6055914661871693,0.002455910677632326
6-8,top1_agreement,down_delta_loss,3,-0.8991243890934164,-0.5,0.6055914661871693,0.016003014549376453
6-8,top1_agreement,mean_abs_delta_loss,3,-0.7920433500696527,-1.0,0.6055914661871693,0.009229462613504389
6-8,top_pair_overlap,up_delta_loss,3,0.2635822133091795,0.5,0.25326797385620914,0.002455910677632326
6-8,top_pair_overlap,down_delta_loss,3,0.6725793981757004,0.5,0.25326797385620914,0.016003014549376453
6-8,top_pair_overlap,mean_abs_delta_loss,3,0.9619973198382018,1.0,0.25326797385620914,0.009229462613504389
7-8,coactivation_cosine,up_delta_loss,3,0.3738914286523143,0.5,0.9949293017381612,-0.0013199543196057613
7-8,coactivation_cosine,down_delta_loss,3,0.9279508263511064,1.0,0.9949293017381612,0.00560517254329862
7-8,coactivation_cosine,mean_abs_delta_loss,3,0.2921418062862434,0.5,0.9949293017381612,0.0036924181791840407
7-8,nestedness,up_delta_loss,3,-0.997383362956757,-1.0,0.8042246846655328,-0.0013199543196057613
7-8,nestedness,down_delta_loss,3,0.07101591605678019,-0.5,0.8042246846655328,0.00560517254329862
7-8,nestedness,mean_abs_delta_loss,3,0.8211862643457196,0.5,0.8042246846655328,0.0036924181791840407
7-8,spearman,up_delta_loss,3,-0.998323088406467,-1.0,0.8605776826540629,-0.0013199543196057613
7-8,spearman,down_delta_loss,3,-0.05916713375769777,-0.5,0.8605776826540629,0.00560517254329862
7-8,spearman,mean_abs_delta_loss,3,0.7400933950587832,0.5,0.8605776826540629,0.0036924181791840407
7-8,top1_agreement,up_delta_loss,3,-0.9912877379493669,-1.0,0.6408407221395502,-0.0013199543196057613
7-8,top1_agreement,down_delta_loss,3,-0.13298430152394872,-0.5,0.6408407221395502,0.00560517254329862
7-8,top1_agreement,mean_abs_delta_loss,3,0.6882191276288668,0.5,0.6408407221395502,0.0036924181791840407
7-8,top_pair_overlap,up_delta_loss,3,-0.9920687100723308,-1.0,0.23148148148148148,-0.0013199543196057613
7-8,top_pair_overlap,down_delta_loss,3,0.12442540495371608,-0.5,0.23148148148148148,0.00560517254329862
7-8,top_pair_overlap,mean_abs_delta_loss,3,0.8506180437146311,0.5,0.23148148148148148,0.0036924181791840407
