seed,train_k,inference_k,checkpoint_step,task_id,task_name,num_tokens,validation_loss
0,3,4,1500,1,general_en,4608,0.42121243104338646
0,3,4,1500,2,math_ko,4608,0.3534203867117564
0,3,4,1500,3,math_en,4608,0.43939981278445983
0,3,4,1500,4,code,4608,0.3651016329725583
0,3,4,1500,5,reasoning,4608,0.37064141738745904
0,3,4,1500,6,translation,4608,0.3694298196997907
0,3,5,1500,0,general_ko,4608,0.35733003293474513
0,3,5,1500,1,general_en,4608,0.4247642850710286
0,3,5,1500,2,math_ko,4608,0.3681482623020808
0,3,5,1500,3,math_en,4608,0.45431557007961804
0,3,5,1500,4,code,4608,0.37629632610413766
0,3,5,1500,5,reasoning,4608,0.40228420082065797
0,3,5,1500,6,translation,4608,0.3722928675512473
0,3,6,1500,0,general_ko,4608,0.3760661983655559
0,3,6,1500,1,general_en,4608,0.45076173336969483
0,3,6,1500,2,math_ko,4608,0.38440776326590115
0,3,6,1500,3,math_en,4608,0.47814562461442417
0,3,6,1500,4,code,4608,0.4008774956067403
0,3,6,1500,5,reasoning,4608,0.4187279844449626
0,3,6,1500,6,translation,4608,0.3935188634528054
0,3,7,1500,0,general_ko,4608,0.4004177579449283
0,3,7,1500,1,general_en,4608,0.4759399915734927
0,3,7,1500,2,math_ko,4608,0.4076768441332711
0,3,7,1500,3,math_en,4608,0.5110486464367973
0,3,7,1500,4,code,4608,0.4303094546000163
0,3,7,1500,5,reasoning,4608,0.46802236719263923
0,3,7,1500,6,translation,4608,0.41707094262043637
0,3,8,1500,0,general_ko,4608,0.42118297186162734
0,3,8,1500,1,general_en,4608,0.5175054930150509
0,3,8,1500,2,math_ko,4608,0.4345398400392797
0,3,8,1500,3,math_en,4608,0.5546296230620809
0,3,8,1500,4,code,4608,0.4845645742283927
0,3,8,1500,5,reasoning,4608,0.5079192742705345
0,3,8,1500,6,translation,4608,0.4452483711971177
0,4,1,0,0,general_ko,4608,5.679443187183804
0,4,1,0,1,general_en,4608,5.720122456550598
0,4,1,0,2,math_ko,4608,5.69287923971812
0,4,1,0,3,math_en,4608,5.737981292936537
0,4,1,0,4,code,4608,5.725954400168525
0,4,1,0,5,reasoning,4608,5.705779247813755
0,4,1,0,6,translation,4608,5.7009036673439875
0,4,2,0,0,general_ko,4608,5.672622111108568
0,4,2,0,1,general_en,4608,5.713210463523865
0,4,2,0,2,math_ko,4608,5.69502321879069
0,4,2,0,3,math_en,4608,5.731670260429382
0,4,2,0,4,code,4608,5.727201143900554
0,4,2,0,5,reasoning,4608,5.709014998541938
0,4,2,0,6,translation,4608,5.6867772870593605
0,4,3,0,0,general_ko,4608,5.671132352617052
0,4,3,0,1,general_en,4608,5.719486647182041
0,4,3,0,2,math_ko,4608,5.69482061598036
0,4,3,0,3,math_en,4608,5.729529036415948
0,4,3,0,4,code,4608,5.7220958603752985
0,4,3,0,5,reasoning,4608,5.708650999599033
0,4,3,0,6,translation,4608,5.6803327269024315
0,4,4,0,0,general_ko,4608,5.671623521380955
0,4,4,0,1,general_en,4608,5.719564596811931
0,4,4,0,2,math_ko,4608,5.69804232650333
0,4,4,0,3,math_en,4608,5.731296843952602
