seed,pair,source_train_k,target_train_k,layer_id,rank_in_target_logits,count,share,step_source,step_target
0,2-4,2,4,3,8,342,0.007633928571428571,1500,1500
1,1-2,1,2,0,1,24782,0.5531696428571429,1500,1500
1,1-2,1,2,0,2,10732,0.23955357142857142,1500,1500
1,1-2,1,2,0,3,5211,0.11631696428571428,1500,1500
1,1-2,1,2,0,4,1956,0.04366071428571429,1500,1500
1,1-2,1,2,0,5,1229,0.027433035714285715,1500,1500
1,1-2,1,2,0,6,619,0.013816964285714285,1500,1500
1,1-2,1,2,0,7,185,0.004129464285714286,1500,1500
1,1-2,1,2,0,8,86,0.0019196428571428572,1500,1500
1,1-2,1,2,1,1,19742,0.4406696428571429,1500,1500
1,1-2,1,2,1,2,9856,0.22,1500,1500
1,1-2,1,2,1,3,5771,0.1288169642857143,1500,1500
1,1-2,1,2,1,4,3911,0.08729910714285714,1500,1500
1,1-2,1,2,1,5,2561,0.05716517857142857,1500,1500
1,1-2,1,2,1,6,1543,0.034441964285714284,1500,1500
1,1-2,1,2,1,7,844,0.018839285714285715,1500,1500
1,1-2,1,2,1,8,572,0.012767857142857143,1500,1500
1,1-2,1,2,2,1,14854,0.3315625,1500,1500
1,1-2,1,2,2,2,10499,0.23435267857142858,1500,1500
1,1-2,1,2,2,3,6602,0.14736607142857142,1500,1500
1,1-2,1,2,2,4,4584,0.10232142857142858,1500,1500
1,1-2,1,2,2,5,3365,0.07511160714285714,1500,1500
1,1-2,1,2,2,6,2074,0.04629464285714286,1500,1500
1,1-2,1,2,2,7,1837,0.04100446428571428,1500,1500
1,1-2,1,2,2,8,985,0.021986607142857145,1500,1500
1,1-2,1,2,3,1,12395,0.2766741071428571,1500,1500
1,1-2,1,2,3,2,8901,0.19868303571428572,1500,1500
1,1-2,1,2,3,3,6565,0.14654017857142856,1500,1500
1,1-2,1,2,3,4,5261,0.11743303571428572,1500,1500
1,1-2,1,2,3,5,3952,0.08821428571428572,1500,1500
1,1-2,1,2,3,6,3500,0.078125,1500,1500
1,1-2,1,2,3,7,2368,0.05285714285714286,1500,1500
1,1-2,1,2,3,8,1858,0.04147321428571429,1500,1500
1,1-4,1,4,0,1,24714,0.5516517857142857,1500,1500
1,1-4,1,4,0,2,10463,0.23354910714285715,1500,1500
1,1-4,1,4,0,3,5650,0.12611607142857142,1500,1500
1,1-4,1,4,0,4,2000,0.044642857142857144,1500,1500
1,1-4,1,4,0,5,1006,0.02245535714285714,1500,1500
1,1-4,1,4,0,6,672,0.015,1500,1500
1,1-4,1,4,0,7,199,0.004441964285714286,1500,1500
1,1-4,1,4,0,8,96,0.002142857142857143,1500,1500
1,1-4,1,4,1,1,17450,0.38950892857142855,1500,1500
1,1-4,1,4,1,2,10597,0.23654017857142856,1500,1500
1,1-4,1,4,1,3,6251,0.13953125,1500,1500
1,1-4,1,4,1,4,4430,0.09888392857142857,1500,1500
1,1-4,1,4,1,5,2439,0.05444196428571429,1500,1500
1,1-4,1,4,1,6,1778,0.0396875,1500,1500
1,1-4,1,4,1,7,1238,0.02763392857142857,1500,1500
1,1-4,1,4,1,8,617,0.013772321428571429,1500,1500
1,1-4,1,4,2,1,14900,0.3325892857142857,1500,1500
1,1-4,1,4,2,2,9851,0.21988839285714284,1500,1500
1,1-4,1,4,2,3,6313,0.14091517857142857,1500,1500
1,1-4,1,4,2,4,4792,0.10696428571428572,1500,1500
1,1-4,1,4,2,5,3529,0.07877232142857143,1500,1500
1,1-4,1,4,2,6,2733,0.06100446428571429,1500,1500
1,1-4,1,4,2,7,1486,0.033169642857142856,1500,1500
1,1-4,1,4,2,8,1196,0.026696428571428572,1500,1500
1,1-4,1,4,3,1,11063,0.2469419642857143,1500,1500
1,1-4,1,4,3,2,7544,0.16839285714285715,1500,1500
1,1-4,1,4,3,3,6557,0.14636160714285715,1500,1500
1,1-4,1,4,3,4,6354,0.14183035714285713,1500,1500
1,1-4,1,4,3,5,4367,0.09747767857142857,1500,1500
1,1-4,1,4,3,6,3951,0.08819196428571428,1500,1500
1,1-4,1,4,3,7,3000,0.06696428571428571,1500,1500
