seed,pair,layer_id,total_logit_mse,router_contribution,representation_contribution,router_share,representation_share,router_component_mse,representation_component_mse,interaction_mse,mean_abs_decomposition_residual,num_values
2,3-7,5,0.4049682844252813,0.06876558136372339,0.33620270660945345,0.16980485635143852,0.8301951524094834,0.04150082916021347,0.308937946955363,0.016803570623908724,1.7323708605198632e-13,172032
2,3-7,6,0.4572085936864217,0.08022629292238326,0.3769822972161429,0.17546978344288686,0.8245302087972075,0.0519499054976872,0.3487059048243931,0.019639851259333745,3.4647417210397264e-13,172032
2,3-7,7,0.5213885761442638,0.1317723308290754,0.38961626234508695,0.25273344460967845,0.7472665880529062,0.09456236021859306,0.35240628605797175,0.027019702252887544,6.929483442079453e-13,172032
2,3-8,0,0.03258158585854939,0.02739513310648146,0.005186453949482668,0.8408164423123988,0.1591835944388737,0.026295103132724762,0.004086424064423356,0.00012859037295649095,0.0,172032
2,3-8,1,0.07027499022937957,0.026888899150348845,0.04338609285297848,0.38262401833970683,0.6173760069032388,0.022114917635917664,0.0386121113385473,0.0012236463593407756,0.0,172032
2,3-8,2,0.1292091111342112,0.02916895811046873,0.10004015337853205,0.2257500098438921,0.7742499929019635,0.02234288269565219,0.09321407618976775,0.003540328215985071,0.0,172032
2,3-8,3,0.2361202977952503,0.048210154686655314,0.18791015233312333,0.20417624040293367,0.795823798664137,0.03130117129711878,0.1710011675244286,0.008433803117700986,0.0,172032
2,3-8,4,0.3266535514876956,0.0584451634259451,0.2682083930288042,0.17892094899861088,0.8210790662072661,0.03565903327294758,0.24542226110185897,0.01266028324053401,0.0,172032
2,3-8,5,0.4264936787741525,0.0791534050589516,0.3473402914546785,0.18559103920709427,0.8144090023866701,0.04893477261066437,0.31712165616807486,0.019192896605957122,0.0,172032
2,3-8,6,0.4790722302028111,0.09269863934743972,0.3863735908553714,0.1934961650943461,0.8065038349056539,0.060879437696366084,0.3545543920426142,0.022970572823569887,0.0,172032
2,3-8,7,0.5354416654223487,0.14892464166595823,0.38651704220544725,0.27813420449543946,0.721865829960334,0.10649005997748602,0.3440824548403422,0.03107789761963345,3.4647417210397264e-13,172032
2,4-5,0,0.01757144413533665,0.014476195332549867,0.0030952487362637406,0.8238477851366721,0.17615221107746695,0.013890167432171958,0.0025092208358858314,3.271459856824506e-05,0.0,172032
2,4-5,1,0.042013514609563915,0.013132815737099875,0.02888070046901703,0.3125855063339627,0.6874145316669759,0.011147342267490569,0.026895226822012945,0.0004406332127040341,0.0,172032
2,4-5,2,0.08909199635187785,0.018010151173387254,0.07108184908117567,0.20215229101225143,0.7978477527928627,0.012780196609951201,0.06585188919589632,0.0014348647424152919,0.0,172032
2,4-5,3,0.17417724359603154,0.02755396422885713,0.14662328504380726,0.15819497231660704,0.841805060274521,0.01658946754676955,0.13565878924869357,0.0034387592403661636,0.0,172032
2,4-5,4,0.24616324333917528,0.03574913669200171,0.21041411729086013,0.14522532367980245,0.8547747195585235,0.020955290290571395,0.19562026006834848,0.0059265993712913426,0.0,172032
2,4-5,5,0.3007879512650626,0.0401692305292402,0.260618717897506,0.1335466741945457,0.8664533163691841,0.02325759083032608,0.24370707784380233,0.008121917733833903,0.0,172032
2,4-5,6,0.3609297899972825,0.0438440576905296,0.3170857287588574,0.12147530878750604,0.8785246813826167,0.025531873461746034,0.2987735413369678,0.009344983934646561,0.0,172032
2,4-5,7,0.3628443933668591,0.0562594093027569,0.30658499399820965,0.15505106412344372,0.8449489632549798,0.037474368299756734,0.2877999544143677,0.011169811976807458,0.0,172032
2,4-6,0,0.021550670088756652,0.017637748271226883,0.003912922305365403,0.8184315475382268,0.1815684750984537,0.016750272540819077,0.00302544692974715,5.418080157445123e-05,0.0,172032
