host_k,donor_k,swap_scope,layer_id,validation_loss,baseline_loss,delta_loss,num_seeds
1,8,single_layer,5,1.0263331277029855,1.0214836786663721,0.0048494490366133665,3
1,8,single_layer,6,1.0245816064259363,1.0214836786663721,0.0030979277595641155,3
1,8,single_layer,7,1.0373549385676308,1.0214836786663721,0.015871259901258705,3
2,1,all_layers,-1,1.2554964035276384,0.9049014136904763,0.3505949898371621,3
2,1,single_layer,0,1.0133531358506946,0.9049014136904763,0.1084517221602183,3
2,1,single_layer,1,0.9368621281215123,0.9049014136904763,0.03196071443103606,3
2,1,single_layer,2,0.9178168584430028,0.9049014136904763,0.012915444752526631,3
2,1,single_layer,3,0.9354462699284629,0.9049014136904763,0.030544856237986712,3
2,1,single_layer,4,0.9446533748081752,0.9049014136904763,0.03975196111769904,3
2,1,single_layer,5,0.9131975325327071,0.9049014136904763,0.008296118842230915,3
2,1,single_layer,6,0.9091069357735769,0.9049014136904763,0.004205522083100803,3
2,1,single_layer,7,0.8911466447133867,0.9049014136904763,-0.013754768977089568,3
2,2,all_layers,-1,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,0,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,1,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,2,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,3,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,4,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,5,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,6,0.9049014136904763,0.9049014136904763,0.0,3
2,2,single_layer,7,0.9049014136904763,0.9049014136904763,0.0,3
2,3,all_layers,-1,0.956843996804858,0.9049014136904763,0.051942583114381824,3
2,3,single_layer,0,0.9133995903862847,0.9049014136904763,0.00849817669580851,3
2,3,single_layer,1,0.9166340298122829,0.9049014136904763,0.011732616121806797,3
2,3,single_layer,2,0.9043448009188214,0.9049014136904763,-0.0005566127716549,3
2,3,single_layer,3,0.9290476602221291,0.9049014136904763,0.02414624653165302,3
