host_k,donor_k,swap_scope,layer_id,validation_loss,baseline_loss,delta_loss,num_seeds
2,3,single_layer,4,0.9143065497988747,0.9049014136904763,0.009405136108398438,3
2,3,single_layer,5,0.9101500435480996,0.9049014136904763,0.005248629857623384,3
2,3,single_layer,6,0.9145233820355129,0.9049014136904763,0.009621968345036555,3
2,3,single_layer,7,0.9149152664911179,0.9049014136904763,0.01001385280064171,3
2,4,all_layers,-1,1.012690165686229,0.9049014136904763,0.1077887519957527,3
2,4,single_layer,0,0.9400553627619668,0.9049014136904763,0.03515394907149053,3
2,4,single_layer,1,0.9140455760653058,0.9049014136904763,0.009144162374829512,3
2,4,single_layer,2,0.9061941419328963,0.9049014136904763,0.0012927282424199937,3
2,4,single_layer,3,0.9192373790438212,0.9049014136904763,0.0143359653533451,3
2,4,single_layer,4,0.9047601487901477,0.9049014136904763,-0.00014126490032865627,3
2,4,single_layer,5,0.9100446246919178,0.9049014136904763,0.005143211001441587,3
2,4,single_layer,6,0.9211527203756665,0.9049014136904763,0.01625130668519033,3
2,4,single_layer,7,0.9260466439383371,0.9049014136904763,0.021145230247860858,3
2,5,all_layers,-1,1.0049068208724734,0.9049014136904763,0.10000540718199713,3
2,5,single_layer,0,0.9190000806535993,0.9049014136904763,0.014098666963123119,3
2,5,single_layer,1,0.9060792468843006,0.9049014136904763,0.0011778331938243995,3
2,5,single_layer,2,0.9155614943731399,0.9049014136904763,0.010660080682663664,3
2,5,single_layer,3,0.9070211743551587,0.9049014136904763,0.0021197606646825204,3
2,5,single_layer,4,0.9054913293747675,0.9049014136904763,0.0005899156842913053,3
2,5,single_layer,5,0.9208755493164062,0.9049014136904763,0.015974135625930086,3
2,5,single_layer,6,0.9200641087123326,0.9049014136904763,0.01516269502185641,3
2,5,single_layer,7,0.9166807749914744,0.9049014136904763,0.011779361300998215,3
2,6,all_layers,-1,1.0319230215890067,0.9049014136904763,0.12702160789853048,3
2,6,single_layer,0,0.9384417458186074,0.9049014136904763,0.033540332128131234,3
2,6,single_layer,1,0.9146439083038814,0.9049014136904763,0.009742494613405225,3
2,6,single_layer,2,0.9146365211123512,0.9049014136904763,0.009735107421875,3
2,6,single_layer,3,0.9094894045875187,0.9049014136904763,0.004587990897042427,3
2,6,single_layer,4,0.9082611326187376,0.9049014136904763,0.003359718928261405,3
2,6,single_layer,5,0.9178859771244111,0.9049014136904763,0.012984563433934762,3
2,6,single_layer,6,0.9204156966436478,0.9049014136904763,0.015514282953171477,3
2,6,single_layer,7,0.9299278562031095,0.9049014136904763,0.025026442512633307,3
2,7,all_layers,-1,1.0537993415953621,0.9049014136904763,0.14889792790488587,3
2,7,single_layer,0,0.9483532073005797,0.9049014136904763,0.043451793610103505,3
2,7,single_layer,1,0.9292647346617683,0.9049014136904763,0.024363320971292162,3
2,7,single_layer,2,0.9115734100341797,0.9049014136904763,0.006671996343703486,3
2,7,single_layer,3,0.9151973421611483,0.9049014136904763,0.010295928470672103,3
2,7,single_layer,4,0.9052917238265749,0.9049014136904763,0.0003903101360986927,3
2,7,single_layer,5,0.9159486558702256,0.9049014136904763,0.01104724217974947,3
2,7,single_layer,6,0.9197818211146762,0.9049014136904763,0.014880407424200123,3
