seed,pair,layer_id,component,metric_name,value,num_records
0,5-6,0,representation_with_router_a,top1_agreement,0.9308035969734192,5376
0,5-6,0,representation_with_router_b,nestedness,0.9529079880033221,5376
0,5-6,0,representation_with_router_b,spearman,0.9930026020322528,5376
0,5-6,0,representation_with_router_b,top1_agreement,0.9274553826877049,5376
0,5-6,0,router_on_hidden_a,nestedness,0.9408110635621207,5376
0,5-6,0,router_on_hidden_a,spearman,0.9776720404624939,5376
0,5-6,0,router_on_hidden_a,top1_agreement,0.7994791865348816,5376
0,5-6,0,router_on_hidden_b,nestedness,0.941592310156141,5376
0,5-6,0,router_on_hidden_b,spearman,0.9775255833353315,5376
0,5-6,0,router_on_hidden_b,top1_agreement,0.809337820325579,5376
0,5-6,0,total,nestedness,0.9301339728491647,5376
0,5-6,0,total,spearman,0.9721748062542507,5376
0,5-6,0,total,top1_agreement,0.785714294229235,5376
0,5-6,1,representation_with_router_a,nestedness,0.8519345692225865,5376
0,5-6,1,representation_with_router_a,spearman,0.9618921279907227,5376
0,5-6,1,representation_with_router_a,top1_agreement,0.7983631151063102,5376
0,5-6,1,representation_with_router_b,nestedness,0.860088050365448,5376
0,5-6,1,representation_with_router_b,spearman,0.9619392156600952,5376
0,5-6,1,representation_with_router_b,top1_agreement,0.7961309807641166,5376
0,5-6,1,router_on_hidden_a,nestedness,0.9400298084531512,5376
0,5-6,1,router_on_hidden_a,spearman,0.9770309158733913,5376
0,5-6,1,router_on_hidden_a,top1_agreement,0.8191964456013271,5376
0,5-6,1,router_on_hidden_b,nestedness,0.9386533328465053,5376
0,5-6,1,router_on_hidden_b,spearman,0.9770347305706569,5376
0,5-6,1,router_on_hidden_b,top1_agreement,0.8152901956013271,5376
0,5-6,1,total,nestedness,0.8626488532338824,5376
0,5-6,1,total,spearman,0.9370446119989667,5376
0,5-6,1,total,top1_agreement,0.7055431689534869,5376
0,5-6,2,representation_with_router_a,nestedness,0.7705357500485012,5376
0,5-6,2,representation_with_router_a,spearman,0.9183217287063599,5376
0,5-6,2,representation_with_router_a,top1_agreement,0.6848958475249154,5376
0,5-6,2,representation_with_router_b,nestedness,0.7875124045780727,5376
0,5-6,2,representation_with_router_b,spearman,0.9184739930289132,5376
0,5-6,2,representation_with_router_b,top1_agreement,0.6811756151063102,5376
0,5-6,2,router_on_hidden_a,nestedness,0.9427083815847125,5376
0,5-6,2,router_on_hidden_a,spearman,0.9770846537181309,5376
0,5-6,2,router_on_hidden_a,top1_agreement,0.848400320325579,5376
0,5-6,2,router_on_hidden_b,nestedness,0.9428199870245797,5376
0,5-6,2,router_on_hidden_b,spearman,0.9768147468566895,5376
0,5-6,2,router_on_hidden_b,top1_agreement,0.8262649093355451,5376
0,5-6,2,total,nestedness,0.7994048084531512,5376
0,5-6,2,total,spearman,0.8922456588063922,5376
0,5-6,2,total,top1_agreement,0.6058407936777387,5376
0,5-6,3,representation_with_router_a,nestedness,0.71551342521395,5376
0,5-6,3,representation_with_router_a,spearman,0.8744522162846157,5376
0,5-6,3,representation_with_router_a,top1_agreement,0.5956101502690997,5376
0,5-6,3,representation_with_router_b,nestedness,0.7339719789368766,5376
0,5-6,3,representation_with_router_b,spearman,0.8745731541088649,5376
0,5-6,3,representation_with_router_b,top1_agreement,0.5820312755448478,5376
0,5-6,3,router_on_hidden_a,nestedness,0.942857197352818,5376
0,5-6,3,router_on_hidden_a,spearman,0.9751537867954799,5376
0,5-6,3,router_on_hidden_a,top1_agreement,0.8385416865348816,5376
0,5-6,3,router_on_hidden_b,nestedness,0.9428199870245797,5376
0,5-6,3,router_on_hidden_b,spearman,0.9754935588155474,5376
0,5-6,3,router_on_hidden_b,top1_agreement,0.8409598384584699,5376
0,5-6,3,total,nestedness,0.747358671256474,5376
0,5-6,3,total,spearman,0.844148440020425,5376
0,5-6,3,total,top1_agreement,0.5386904903820583,5376
0,5-6,4,representation_with_router_a,nestedness,0.6749256338391986,5376
0,5-6,4,representation_with_router_a,spearman,0.8291712658745902,5376
0,5-6,4,representation_with_router_a,top1_agreement,0.5647321598870414,5376
0,5-6,4,representation_with_router_b,nestedness,0.6943204573222569,5376
0,5-6,4,representation_with_router_b,spearman,0.8301132491656712,5376
0,5-6,4,representation_with_router_b,top1_agreement,0.5558035799435207,5376
0,5-6,4,router_on_hidden_a,nestedness,0.9399182030132839,5376
0,5-6,4,router_on_hidden_a,spearman,0.9731431518282209,5376
0,5-6,4,router_on_hidden_a,top1_agreement,0.8385416865348816,5376
0,5-6,4,router_on_hidden_b,nestedness,0.9374256389481681,5376
0,5-6,4,router_on_hidden_b,spearman,0.9731201188904899,5376
0,5-6,4,router_on_hidden_b,top1_agreement,0.8363095351627895,5376
0,5-6,4,total,nestedness,0.7023437959807259,5376
0,5-6,4,total,spearman,0.7961729679788861,5376
0,5-6,4,total,top1_agreement,0.5124628160681043,5376
0,5-6,5,representation_with_router_a,nestedness,0.6505952818053109,5376
0,5-6,5,representation_with_router_a,spearman,0.8006658213479179,5376
0,5-6,5,representation_with_router_a,top1_agreement,0.5606399093355451,5376
0,5-6,5,representation_with_router_b,nestedness,0.6729910884584699,5376
0,5-6,5,representation_with_router_b,spearman,0.8012326104300362,5376
0,5-6,5,representation_with_router_b,top1_agreement,0.5649181774684361,5376
0,5-6,5,router_on_hidden_a,nestedness,0.939025342464447,5376
0,5-6,5,router_on_hidden_a,spearman,0.9710290942873273,5376
0,5-6,5,router_on_hidden_a,top1_agreement,0.8504464456013271,5376
0,5-6,5,router_on_hidden_b,nestedness,0.9423735567501613,5376
0,5-6,5,router_on_hidden_b,spearman,0.971959480217525,5376
0,5-6,5,router_on_hidden_b,top1_agreement,0.8658854450498309,5376
0,5-6,5,total,nestedness,0.6775297948292324,5376
0,5-6,5,total,spearman,0.7621059673173087,5376
0,5-6,5,total,top1_agreement,0.5083705484867096,5376
0,5-6,6,representation_with_router_a,nestedness,0.6370536003793988,5376
0,5-6,6,representation_with_router_a,spearman,0.7743134498596191,5376
0,5-6,6,representation_with_router_a,top1_agreement,0.5585937670298985,5376
0,5-6,6,representation_with_router_b,nestedness,0.654668893132891,5376
0,5-6,6,representation_with_router_b,spearman,0.7767717497689384,5376
0,5-6,6,representation_with_router_b,top1_agreement,0.5617559765066419,5376
0,5-6,6,router_on_hidden_a,nestedness,0.9530878577913556,5376
0,5-6,6,router_on_hidden_a,spearman,0.9745907187461853,5376
0,5-6,6,router_on_hidden_a,top1_agreement,0.887090802192688,5376
0,5-6,6,router_on_hidden_b,nestedness,0.9525670068604606,5376
0,5-6,6,router_on_hidden_b,spearman,0.9754948616027832,5376
0,5-6,6,router_on_hidden_b,top1_agreement,0.878720257963453,5376
0,5-6,6,total,nestedness,0.6712797965322223,5376
0,5-6,6,total,spearman,0.7402696694646563,5376
0,5-6,6,total,top1_agreement,0.5171131108488355,5376
0,5-6,7,representation_with_router_a,nestedness,0.640625034059797,5376
0,5-6,7,representation_with_router_a,spearman,0.7824293545314244,5376
0,5-6,7,representation_with_router_a,top1_agreement,0.6300223469734192,5376
0,5-6,7,representation_with_router_b,nestedness,0.665333594594683,5376
0,5-6,7,representation_with_router_b,spearman,0.7825331006731305,5376
0,5-6,7,representation_with_router_b,top1_agreement,0.6395089370863778,5376
0,5-6,7,router_on_hidden_a,nestedness,0.8975446905408587,5376
0,5-6,7,router_on_hidden_a,spearman,0.9593375325202942,5376
0,5-6,7,router_on_hidden_a,top1_agreement,0.8658854365348816,5376
0,5-6,7,router_on_hidden_b,nestedness,0.9009301066398621,5376
0,5-6,7,router_on_hidden_b,spearman,0.961593108517783,5376
0,5-6,7,router_on_hidden_b,top1_agreement,0.856212820325579,5376
0,5-6,7,total,nestedness,0.6470982432365417,5376
0,5-6,7,total,spearman,0.7398589338575091,5376
0,5-6,7,total,top1_agreement,0.586309552192688,5376
0,5-7,0,representation_with_router_a,nestedness,0.9408482483455113,5376
0,5-7,0,representation_with_router_a,spearman,0.9911676219531468,5376
0,5-7,0,representation_with_router_a,top1_agreement,0.9153646060398647,5376
0,5-7,0,representation_with_router_b,nestedness,0.9467740314347404,5376
0,5-7,0,representation_with_router_b,spearman,0.9914307594299316,5376
0,5-7,0,representation_with_router_b,top1_agreement,0.9051339541162763,5376
0,5-7,0,router_on_hidden_a,nestedness,0.9590030227388654,5376
0,5-7,0,router_on_hidden_a,spearman,0.9717356392315456,5376
0,5-7,0,router_on_hidden_a,top1_agreement,0.777715802192688,5376
0,5-7,0,router_on_hidden_b,nestedness,0.9587054082325527,5376
0,5-7,0,router_on_hidden_b,spearman,0.9715713007109505,5376
0,5-7,0,router_on_hidden_b,top1_agreement,0.7725074631827218,5376
0,5-7,0,total,nestedness,0.9497396349906921,5376
0,5-7,0,total,spearman,0.9656400510243007,5376
0,5-7,0,total,top1_agreement,0.7492559807641166,5376
0,5-7,1,representation_with_router_a,nestedness,0.8394345811435154,5376
0,5-7,1,representation_with_router_a,spearman,0.9570014732224601,5376
0,5-7,1,representation_with_router_a,top1_agreement,0.789434552192688,5376
0,5-7,1,representation_with_router_b,nestedness,0.8614742926188877,5376
0,5-7,1,representation_with_router_b,spearman,0.9570256471633911,5376
0,5-7,1,representation_with_router_b,top1_agreement,0.7857143027441842,5376
0,5-7,1,router_on_hidden_a,nestedness,0.957514933177403,5376
0,5-7,1,router_on_hidden_a,spearman,0.970326840877533,5376
0,5-7,1,router_on_hidden_a,top1_agreement,0.7788318565913609,5376
0,5-7,1,router_on_hidden_b,nestedness,0.954947965485709,5376
0,5-7,1,router_on_hidden_b,spearman,0.9699084077562604,5376
0,5-7,1,router_on_hidden_b,top1_agreement,0.7726934722491673,5376
0,5-7,1,total,nestedness,0.8898066026823861,5376
0,5-7,1,total,spearman,0.9233402694974627,5376
0,5-7,1,total,top1_agreement,0.6595982313156128,5376
0,5-7,2,representation_with_router_a,nestedness,0.7559896281787327,5376
0,5-7,2,representation_with_router_a,spearman,0.9092007790293012,5376
0,5-7,2,representation_with_router_a,top1_agreement,0.6700149008205959,5376
0,5-7,2,representation_with_router_b,nestedness,0.788929649761745,5376
0,5-7,2,representation_with_router_b,spearman,0.9098403709275382,5376
0,5-7,2,representation_with_router_b,top1_agreement,0.6595982398305621,5376
0,5-7,2,router_on_hidden_a,nestedness,0.9674851638930184,5376
0,5-7,2,router_on_hidden_a,spearman,0.9732834526470729,5376
0,5-7,2,router_on_hidden_a,top1_agreement,0.8286830612591335,5376
0,5-7,2,router_on_hidden_b,nestedness,0.9671875493867057,5376
0,5-7,2,router_on_hidden_b,spearman,0.9733998349734715,5376
0,5-7,2,router_on_hidden_b,top1_agreement,0.8156622222491673,5376
0,5-7,2,total,nestedness,0.8376488515308925,5376
0,5-7,2,total,spearman,0.8803646905081612,5376
0,5-7,2,total,top1_agreement,0.5928199546677726,5376
0,5-7,3,representation_with_router_a,nestedness,0.7085937857627869,5376
0,5-7,3,representation_with_router_a,spearman,0.8684607659067426,5376
0,5-7,3,representation_with_router_a,top1_agreement,0.6045387046677726,5376
0,5-7,3,representation_with_router_b,nestedness,0.7475552729197911,5376
0,5-7,3,representation_with_router_b,spearman,0.8685973371778216,5376
0,5-7,3,representation_with_router_b,top1_agreement,0.5961681774684361,5376
0,5-7,3,router_on_hidden_a,nestedness,0.9692708849906921,5376
0,5-7,3,router_on_hidden_a,spearman,0.9726253833089556,5376
0,5-7,3,router_on_hidden_a,top1_agreement,0.8448660884584699,5376
0,5-7,3,router_on_hidden_b,nestedness,0.9681176117488316,5376
0,5-7,3,router_on_hidden_b,spearman,0.9733331629208156,5376
0,5-7,3,router_on_hidden_b,top1_agreement,0.8218006151063102,5376
0,5-7,3,total,nestedness,0.7962798050471714,5376
0,5-7,3,total,spearman,0.8379828929901123,5376
0,5-7,3,total,top1_agreement,0.5416666780199323,5376
0,5-7,4,representation_with_router_a,nestedness,0.671837832246508,5376
0,5-7,4,representation_with_router_a,spearman,0.8173213345663888,5376
0,5-7,4,representation_with_router_a,top1_agreement,0.5478050793920245,5376
0,5-7,4,representation_with_router_b,nestedness,0.7007865820612226,5376
0,5-7,4,representation_with_router_b,spearman,0.8205232194491795,5376
0,5-7,4,representation_with_router_b,top1_agreement,0.5498512004102979,5376
0,5-7,4,router_on_hidden_a,nestedness,0.9639137472425189,5376
0,5-7,4,router_on_hidden_a,spearman,0.9692445908273969,5376
0,5-7,4,router_on_hidden_a,top1_agreement,0.8273809637342181,5376
0,5-7,4,router_on_hidden_b,nestedness,0.9609003407614571,5376
0,5-7,4,router_on_hidden_b,spearman,0.9702660015651158,5376
0,5-7,4,router_on_hidden_b,top1_agreement,0.8232887131827218,5376
0,5-7,4,total,nestedness,0.7449033175195966,5376
0,5-7,4,total,spearman,0.7833274517740522,5376
0,5-7,4,total,top1_agreement,0.490327388048172,5376
0,5-7,5,representation_with_router_a,nestedness,0.6412574648857117,5376
0,5-7,5,representation_with_router_a,spearman,0.7842408844402858,5376
0,5-7,5,representation_with_router_a,top1_agreement,0.5479910884584699,5376
0,5-7,5,representation_with_router_b,nestedness,0.6789434722491673,5376
0,5-7,5,representation_with_router_b,spearman,0.7839455008506775,5376
0,5-7,5,representation_with_router_b,top1_agreement,0.5556175879069737,5376
0,5-7,5,router_on_hidden_a,nestedness,0.9658854603767395,5376
0,5-7,5,router_on_hidden_a,spearman,0.9672403761318752,5376
0,5-7,5,router_on_hidden_a,top1_agreement,0.8415178741727557,5376
0,5-7,5,router_on_hidden_b,nestedness,0.967522382736206,5376
0,5-7,5,router_on_hidden_b,spearman,0.9686732547623771,5376
0,5-7,5,router_on_hidden_b,top1_agreement,0.8418899008205959,5376
0,5-7,5,total,nestedness,0.7186012268066406,5376
0,5-7,5,total,spearman,0.7403620140893119,5376
0,5-7,5,total,top1_agreement,0.49460566469601225,5376
0,5-7,6,representation_with_router_a,nestedness,0.6278274059295654,5376
0,5-7,6,representation_with_router_a,spearman,0.7635479058538165,5376
0,5-7,6,representation_with_router_a,top1_agreement,0.5457589413438525,5376
0,5-7,6,representation_with_router_b,nestedness,0.6647799781390599,5376
0,5-7,6,representation_with_router_b,spearman,0.7664852397782462,5376
0,5-7,6,representation_with_router_b,top1_agreement,0.5526413917541504,5376
0,5-7,6,router_on_hidden_a,nestedness,0.9688988583428519,5376
0,5-7,6,router_on_hidden_a,spearman,0.967368653842381,5376
0,5-7,6,router_on_hidden_a,top1_agreement,0.8547247307641166,5376
0,5-7,6,router_on_hidden_b,nestedness,0.9693452886172703,5376
0,5-7,6,router_on_hidden_b,spearman,0.9686387010983059,5376
0,5-7,6,router_on_hidden_b,top1_agreement,0.8720238293920245,5376
0,5-7,6,total,nestedness,0.7116071666990008,5376
0,5-7,6,total,spearman,0.7244329963411603,5376
0,5-7,6,total,top1_agreement,0.5070684722491673,5376
0,5-7,7,representation_with_router_a,nestedness,0.639955392905644,5376
0,5-7,7,representation_with_router_a,spearman,0.7682344402585711,5376
0,5-7,7,representation_with_router_a,top1_agreement,0.6302083560398647,5376
0,5-7,7,representation_with_router_b,nestedness,0.6740805762154716,5376
0,5-7,7,representation_with_router_b,spearman,0.7639408877917698,5376
0,5-7,7,representation_with_router_b,top1_agreement,0.6389509184019906,5376
0,5-7,7,router_on_hidden_a,nestedness,0.9334449853215899,5376
0,5-7,7,router_on_hidden_a,spearman,0.9531278695378985,5376
0,5-7,7,router_on_hidden_a,top1_agreement,0.8658854450498309,5376
0,5-7,7,router_on_hidden_b,nestedness,0.9402902211461749,5376
0,5-7,7,router_on_hidden_b,spearman,0.9546975663730076,5376
0,5-7,7,router_on_hidden_b,top1_agreement,0.8656994274684361,5376
0,5-7,7,total,nestedness,0.7020089541162763,5376
0,5-7,7,total,spearman,0.7172115785734994,5376
0,5-7,7,total,top1_agreement,0.5792410884584699,5376
0,5-8,0,representation_with_router_a,nestedness,0.9372024195534843,5376
0,5-8,0,representation_with_router_a,spearman,0.9902840426989964,5376
0,5-8,0,representation_with_router_a,top1_agreement,0.9157366241727557,5376
0,5-8,0,representation_with_router_b,nestedness,0.9465913431985038,5376
0,5-8,0,representation_with_router_b,spearman,0.9900139570236206,5376
0,5-8,0,representation_with_router_b,top1_agreement,0.909970257963453,5376
0,5-8,0,router_on_hidden_a,nestedness,0.9755952869142804,5376
0,5-8,0,router_on_hidden_a,spearman,0.9672321506908962,5376
0,5-8,0,router_on_hidden_a,top1_agreement,0.7665550793920245,5376
0,5-8,0,router_on_hidden_b,nestedness,0.977380999497005,5376
0,5-8,0,router_on_hidden_b,spearman,0.9667466453143528,5376
0,5-8,0,router_on_hidden_b,top1_agreement,0.7890625085149493,5376
0,5-8,0,total,nestedness,0.9710937993867057,5376
0,5-8,0,total,spearman,0.9597266912460327,5376
0,5-8,0,total,top1_agreement,0.7559524008205959,5376
0,5-8,1,representation_with_router_a,nestedness,0.8313988447189331,5376
0,5-8,1,representation_with_router_a,spearman,0.9532539418765477,5376
0,5-8,1,representation_with_router_a,top1_agreement,0.7587425793920245,5376
0,5-8,1,representation_with_router_b,nestedness,0.8642345922333854,5376
0,5-8,1,representation_with_router_b,spearman,0.9539872407913208,5376
0,5-8,1,representation_with_router_b,top1_agreement,0.7479538917541504,5376
0,5-8,1,router_on_hidden_a,nestedness,0.9745908294405256,5376
0,5-8,1,router_on_hidden_a,spearman,0.9684028199740818,5376
0,5-8,1,router_on_hidden_a,top1_agreement,0.7851562755448478,5376
0,5-8,1,router_on_hidden_b,nestedness,0.9745908294405256,5376
0,5-8,1,router_on_hidden_b,spearman,0.9678663952010018,5376
0,5-8,1,router_on_hidden_b,top1_agreement,0.7529762131827218,5376
0,5-8,1,total,nestedness,0.9191964864730835,5376
0,5-8,1,total,spearman,0.9188726970127651,5376
0,5-8,1,total,top1_agreement,0.6303943651063102,5376
0,5-8,2,representation_with_router_a,nestedness,0.7564360499382019,5376
0,5-8,2,representation_with_router_a,spearman,0.9058192202023098,5376
0,5-8,2,representation_with_router_a,top1_agreement,0.6532738293920245,5376
0,5-8,2,representation_with_router_b,nestedness,0.8017113379069737,5376
0,5-8,2,representation_with_router_b,spearman,0.9064099192619324,5376
0,5-8,2,representation_with_router_b,top1_agreement,0.6504836423056466,5376
0,5-8,2,router_on_hidden_a,nestedness,0.9820685131209237,5376
0,5-8,2,router_on_hidden_a,spearman,0.9706889901842389,5376
0,5-8,2,router_on_hidden_a,top1_agreement,0.8093378118106297,5376
0,5-8,2,router_on_hidden_b,nestedness,0.9787946854318891,5376
0,5-8,2,router_on_hidden_b,spearman,0.9698079909597125,5376
0,5-8,2,router_on_hidden_b,top1_agreement,0.7827381151063102,5376
0,5-8,2,total,nestedness,0.8713542137827192,5376
0,5-8,2,total,spearman,0.8720293896538871,5376
0,5-8,2,total,top1_agreement,0.5550595436777387,5376
0,5-8,3,representation_with_router_a,nestedness,0.6946056825774056,5376
0,5-8,3,representation_with_router_a,spearman,0.8564350179263523,5376
0,5-8,3,representation_with_router_a,top1_agreement,0.5677083475249154,5376
0,5-8,3,representation_with_router_b,nestedness,0.7519298877034869,5376
0,5-8,3,representation_with_router_b,spearman,0.858255216053554,5376
0,5-8,3,representation_with_router_b,top1_agreement,0.5680803912026542,5376
0,5-8,3,router_on_hidden_a,nestedness,0.9799479757036481,5376
0,5-8,3,router_on_hidden_a,spearman,0.9679104600633893,5376
0,5-8,3,router_on_hidden_a,top1_agreement,0.8231026870863778,5376
0,5-8,3,router_on_hidden_b,nestedness,0.9827009524617877,5376
0,5-8,3,router_on_hidden_b,spearman,0.9695643867765155,5376
0,5-8,3,router_on_hidden_b,top1_agreement,0.8069196598870414,5376
0,5-8,3,total,nestedness,0.8180804082325527,5376
0,5-8,3,total,spearman,0.8170968294143677,5376
0,5-8,3,total,top1_agreement,0.5050223427159446,5376
0,5-8,4,representation_with_router_a,nestedness,0.6674107398305621,5376
0,5-8,4,representation_with_router_a,spearman,0.812737124306815,5376
0,5-8,4,representation_with_router_a,top1_agreement,0.5515253160681043,5376
0,5-8,4,representation_with_router_b,nestedness,0.7158668381827218,5376
0,5-8,4,representation_with_router_b,spearman,0.8156235473496574,5376
0,5-8,4,representation_with_router_b,top1_agreement,0.5526413917541504,5376
0,5-8,4,router_on_hidden_a,nestedness,0.9810640556471688,5376
0,5-8,4,router_on_hidden_a,spearman,0.9670651980808803,5376
0,5-8,4,router_on_hidden_a,top1_agreement,0.8286830612591335,5376
0,5-8,4,router_on_hidden_b,nestedness,0.9821429167475019,5376
0,5-8,4,router_on_hidden_b,spearman,0.9671151127134051,5376
0,5-8,4,router_on_hidden_b,top1_agreement,0.8056175708770752,5376
0,5-8,4,total,nestedness,0.789992596421923,5376
0,5-8,4,total,spearman,0.7744396584374564,5376
0,5-8,4,total,top1_agreement,0.49237353035381864,5376
0,5-8,5,representation_with_router_a,nestedness,0.6291666967528207,5376
0,5-8,5,representation_with_router_a,spearman,0.7691420486995152,5376
0,5-8,5,representation_with_router_a,top1_agreement,0.517299119915281,5376
0,5-8,5,representation_with_router_b,nestedness,0.6789667095456805,5376
0,5-8,5,representation_with_router_b,spearman,0.7701185005051749,5376
0,5-8,5,representation_with_router_b,top1_agreement,0.5228794770581382,5376
0,5-8,5,router_on_hidden_a,nestedness,0.9807664241109576,5376
0,5-8,5,router_on_hidden_a,spearman,0.9628186907087054,5376
0,5-8,5,router_on_hidden_a,top1_agreement,0.8305431689534869,5376
0,5-8,5,router_on_hidden_b,nestedness,0.9787202818053109,5376
0,5-8,5,router_on_hidden_b,spearman,0.9631753734179905,5376
0,5-8,5,router_on_hidden_b,top1_agreement,0.8231026956013271,5376
0,5-8,5,total,nestedness,0.7481027245521545,5376
0,5-8,5,total,spearman,0.7206279976027352,5376
0,5-8,5,total,top1_agreement,0.46186756661960054,5376
0,5-8,6,representation_with_router_a,nestedness,0.6190476332392011,5376
0,5-8,6,representation_with_router_a,spearman,0.7447223493031093,5376
0,5-8,6,representation_with_router_a,top1_agreement,0.5297619189534869,5376
0,5-8,6,representation_with_router_b,nestedness,0.6668527041162763,5376
0,5-8,6,representation_with_router_b,spearman,0.7469058632850647,5376
0,5-8,6,representation_with_router_b,top1_agreement,0.5457589498588017,5376
0,5-8,6,router_on_hidden_a,nestedness,0.9778274382863726,5376
0,5-8,6,router_on_hidden_a,spearman,0.9614305751664298,5376
0,5-8,6,router_on_hidden_a,top1_agreement,0.8364955527441842,5376
0,5-8,6,router_on_hidden_b,nestedness,0.9821428997176034,5376
0,5-8,6,router_on_hidden_b,spearman,0.9630120822361538,5376
0,5-8,6,router_on_hidden_b,top1_agreement,0.8591889994485038,5376
0,5-8,6,total,nestedness,0.7347842625209263,5376
0,5-8,6,total,spearman,0.69939295734678,5376
0,5-8,6,total,top1_agreement,0.4780506023338863,5376
0,5-8,7,representation_with_router_a,nestedness,0.6284226434571403,5376
0,5-8,7,representation_with_router_a,spearman,0.7572728906358991,5376
0,5-8,7,representation_with_router_a,top1_agreement,0.6093750255448478,5376
0,5-8,7,representation_with_router_b,nestedness,0.6789202179227557,5376
0,5-8,7,representation_with_router_b,spearman,0.7535760572978428,5376
0,5-8,7,representation_with_router_b,top1_agreement,0.6166294728006635,5376
0,5-8,7,router_on_hidden_a,nestedness,0.950669697352818,5376
0,5-8,7,router_on_hidden_a,spearman,0.9467710426875523,5376
0,5-8,7,router_on_hidden_a,top1_agreement,0.8515625170298985,5376
0,5-8,7,router_on_hidden_b,nestedness,0.9561012387275696,5376
0,5-8,7,router_on_hidden_b,spearman,0.9458204167229789,5376
0,5-8,7,router_on_hidden_b,top1_agreement,0.8307291950498309,5376
0,5-8,7,total,nestedness,0.7286830799920219,5376
0,5-8,7,total,spearman,0.7004347273281643,5376
0,5-8,7,total,top1_agreement,0.5537574631827218,5376
0,6-7,0,representation_with_router_a,nestedness,0.9529079965182713,5376
0,6-7,0,representation_with_router_a,spearman,0.9930310760225568,5376
0,6-7,0,representation_with_router_a,top1_agreement,0.9229910799435207,5376
0,6-7,0,representation_with_router_b,nestedness,0.9547991241727557,5376
0,6-7,0,representation_with_router_b,spearman,0.9931318589619228,5376
0,6-7,0,representation_with_router_b,top1_agreement,0.9215029988970075,5376
0,6-7,0,router_on_hidden_a,nestedness,0.9414372614451817,5376
0,6-7,0,router_on_hidden_a,spearman,0.9778142145701817,5376
0,6-7,0,router_on_hidden_a,top1_agreement,0.7842262131827218,5376
0,6-7,0,router_on_hidden_b,nestedness,0.941251243863787,5376
0,6-7,0,router_on_hidden_b,spearman,0.9779111061777387,5376
0,6-7,0,router_on_hidden_b,top1_agreement,0.7938988293920245,5376
0,6-7,0,total,nestedness,0.9302145412990025,5376
0,6-7,0,total,spearman,0.97343510389328,5376
0,6-7,0,total,top1_agreement,0.7587425793920245,5376
0,6-7,1,representation_with_router_a,nestedness,0.8660714370863778,5376
0,6-7,1,representation_with_router_a,spearman,0.9647420985358102,5376
0,6-7,1,representation_with_router_a,top1_agreement,0.7853422931262425,5376
0,6-7,1,representation_with_router_b,nestedness,0.876248938696725,5376
0,6-7,1,representation_with_router_b,spearman,0.9652507049696786,5376
0,6-7,1,representation_with_router_b,top1_agreement,0.7961309807641166,5376
0,6-7,1,router_on_hidden_a,nestedness,0.9458085298538208,5376
0,6-7,1,router_on_hidden_a,spearman,0.9778454644339425,5376
0,6-7,1,router_on_hidden_a,top1_agreement,0.8165922846112933,5376
0,6-7,1,router_on_hidden_b,nestedness,0.9439794165747506,5376
0,6-7,1,router_on_hidden_b,spearman,0.9778899550437927,5376
0,6-7,1,router_on_hidden_b,top1_agreement,0.8100818565913609,5376
0,6-7,1,total,nestedness,0.8759610738073077,5376
0,6-7,1,total,spearman,0.9405268260410854,5376
0,6-7,1,total,top1_agreement,0.6962425708770752,5376
0,6-7,2,representation_with_router_a,nestedness,0.796502981867109,5376
0,6-7,2,representation_with_router_a,spearman,0.9219938090869358,5376
0,6-7,2,representation_with_router_a,top1_agreement,0.6847098469734192,5376
0,6-7,2,representation_with_router_b,nestedness,0.8079825810023716,5376
0,6-7,2,representation_with_router_b,spearman,0.9226303781781878,5376
0,6-7,2,representation_with_router_b,top1_agreement,0.6934524008205959,5376
0,6-7,2,router_on_hidden_a,nestedness,0.9448164786611285,5376
0,6-7,2,router_on_hidden_a,spearman,0.9786230410848346,5376
0,6-7,2,router_on_hidden_a,top1_agreement,0.8257068651063102,5376
0,6-7,2,router_on_hidden_b,nestedness,0.9448164701461792,5376
0,6-7,2,router_on_hidden_b,spearman,0.9787031497274127,5376
0,6-7,2,router_on_hidden_b,top1_agreement,0.8294271060398647,5376
0,6-7,2,total,nestedness,0.8155691964285714,5376
0,6-7,2,total,spearman,0.8993170601981026,5376
0,6-7,2,total,top1_agreement,0.613653302192688,5376
0,6-7,3,representation_with_router_a,nestedness,0.7488529341561454,5376
0,6-7,3,representation_with_router_a,spearman,0.8846327577318464,5376
0,6-7,3,representation_with_router_a,top1_agreement,0.6173735346112933,5376
0,6-7,3,representation_with_router_b,nestedness,0.7648278134209769,5376
0,6-7,3,representation_with_router_b,spearman,0.8831139036587307,5376
0,6-7,3,representation_with_router_b,top1_agreement,0.6140253118106297,5376
0,6-7,3,router_on_hidden_a,nestedness,0.9521639432225909,5376
0,6-7,3,router_on_hidden_a,spearman,0.9786090850830078,5376
0,6-7,3,router_on_hidden_a,top1_agreement,0.840215802192688,5376
0,6-7,3,router_on_hidden_b,nestedness,0.9490327409335545,5376
0,6-7,3,router_on_hidden_b,spearman,0.9786713974816459,5376
0,6-7,3,router_on_hidden_b,top1_agreement,0.8390997222491673,5376
0,6-7,3,total,nestedness,0.7769717233521598,5376
0,6-7,3,total,spearman,0.8574452996253967,5376
0,6-7,3,total,top1_agreement,0.5526413917541504,5376
0,6-7,4,representation_with_router_a,nestedness,0.7062872052192688,5376
0,6-7,4,representation_with_router_a,spearman,0.843678491456168,5376
