pair,layer_id,source_rank,mean_target_rank,mean_absolute_displacement,count
1-2,-1,1,6.583888785548941,5.583888785548941,774144
1-2,-1,2,7.995290281911376,6.270187458664021,774144
1-2,-1,3,8.97132316468254,6.545575500165344,774144
1-2,-1,4,9.784093140294312,6.698631004050926,774144
1-2,-1,5,10.46474041005291,6.753921750992063,774144
1-2,-1,6,11.134104249338625,6.810120597718254,774144
1-2,-1,7,11.693758525545634,6.7850309503141535,774144
1-2,-1,8,12.256691261574074,6.785760788690476,774144
1-2,-1,9,12.823425615906086,6.813990678736772,774144
1-2,-1,10,13.265767092427248,6.7524853257275135,774144
1-2,-1,11,13.745381996114418,6.737778759507275,774144
1-2,-1,12,14.326693741732804,6.784670552248677,774144
1-2,-1,13,14.705714957423941,6.729527064732143,774144
1-2,-1,14,15.174241484788359,6.735648664847884,774144
1-2,-1,15,15.704591135499339,6.711587249917328,774144
1-2,-1,16,16.19691168568122,6.714453641699736,774144
1-2,-1,17,16.58625656208664,6.7234325913525135,774144
1-2,-1,18,17.098409339864418,6.7288786065641535,774144
1-2,-1,19,17.554882554150133,6.755031363673941,774144
1-2,-1,20,18.036969866071427,6.759918051421957,774144
1-2,-1,21,18.532111596808864,6.784958612351191,774144
1-2,-1,22,19.077532087053573,6.774660786623677,774144
1-2,-1,23,19.594391999421298,6.778623873594577,774144
1-2,-1,24,20.12941390749008,6.774720207093254,774144
1-2,-1,25,20.688247922867063,6.78141921916336,774144
1-2,-1,26,21.30504273106812,6.765809720155423,774144
1-2,-1,27,21.945834366732804,6.710190868882275,774144
1-2,-1,28,22.68956292369378,6.597200262483466,774144
1-2,-1,29,23.432670149222883,6.495611927496693,774144
1-2,-1,30,24.28642216435185,6.286597842261905,774144
1-2,-1,31,25.339040281911377,5.939267113095238,774144
1-2,-1,32,26.876594018683864,5.123405981316138,774144
1-2,0,1,2.9715505125661377,1.9715505125661377,96768
1-2,0,2,4.278728505291006,2.6788194444444446,96768
1-2,0,3,5.428509424603175,3.179811507936508,96768
1-2,0,4,6.342230902777778,3.43534019510582,96768
1-2,0,5,7.313285383597884,3.7561177248677247,96768
1-2,0,6,8.26541832010582,3.98786789021164,96768
1-2,0,7,9.02909019510582,4.176659639550264,96768
1-2,0,8,9.885551008597883,4.308562748015873,96768
1-2,0,9,10.67640128968254,4.517815806878307,96768
1-2,0,10,11.393456514550264,4.556506283068783,96768
1-2,0,11,12.183831431878307,4.678995122354498,96768
1-2,0,12,12.877521494708995,4.7489045965608465,96768
1-2,0,13,13.765997023809524,4.736400462962963,96768
1-2,0,14,14.317925347222221,4.8211702215608465,96768
1-2,0,15,15.158068783068783,4.86317791005291,96768
1-2,0,16,15.961278521825397,4.821872933201059,96768
1-2,0,17,16.713241980820104,4.827556630291006,96768
1-2,0,18,17.450210813492063,4.811838624338624,96768
1-2,0,19,18.07730861441799,4.859343998015873,96768
1-2,0,20,18.94160259589947,4.761749751984127,96768
1-2,0,21,19.760333994708994,4.656787367724868,96768
1-2,0,22,20.619068287037038,4.575086805555555,96768
1-2,0,23,21.414713541666668,4.447513640873016,96768
1-2,0,24,22.295366236772487,4.289992559523809,96768
1-2,0,25,23.162481398809526,4.171657986111111,96768
1-2,0,26,24.086495535714285,3.933263062169312,96768
1-2,0,27,24.853546626984127,3.8037367724867726,96768
1-2,0,28,25.925946593915345,3.4559771825396823,96768
1-2,0,29,26.966755539021165,3.1080625826719577,96768
1-2,0,30,28.013506531084655,2.722645916005291,96768
1-2,0,31,29.236400462962962,2.159804894179894,96768
1-2,0,32,30.63417658730159,1.3658234126984128,96768
1-2,1,1,4.351603835978836,3.351603835978836,96768
1-2,1,2,5.842602926587301,4.185898230820106,96768
1-2,1,3,6.88445560515873,4.57976810515873,96768
1-2,1,4,7.898830191798941,4.945973875661376,96768
1-2,1,5,8.658296130952381,5.091910548941799,96768
1-2,1,6,9.523582175925926,5.357700892857143,96768
1-2,1,7,10.301928323412698,5.491412450396825,96768
1-2,1,8,10.95076884920635,5.584676752645502,96768
1-2,1,9,11.71618716931217,5.768601190476191,96768
1-2,1,10,12.278335813492063,5.747271825396825,96768
1-2,1,11,12.93522652116402,5.8525958994708995,96768
1-2,1,12,13.737650876322752,5.981884507275132,96768
1-2,1,13,14.153966187169312,5.918020419973545,96768
1-2,1,14,14.824962797619047,5.9701967592592595,96768
1-2,1,15,15.265852347883598,5.936177248677248,96768
1-2,1,16,16.17001488095238,5.971540178571429,96768
1-2,1,17,16.590794477513228,6.0852554563492065,96768
1-2,1,18,17.338572668650794,5.961319857804233,96768
1-2,1,19,17.996786127645503,5.97779224537037,96768
1-2,1,20,18.632554150132275,5.9657014715608465,96768
1-2,1,21,19.225312086640212,5.940941220238095,96768
1-2,1,22,19.876674107142858,5.915943287037037,96768
1-2,1,23,20.702856316137566,5.759403935185185,96768
1-2,1,24,21.25671709656085,5.688016699735449,96768
1-2,1,25,21.970951140873016,5.550998263888889,96768
1-2,1,26,22.764746610449734,5.455222800925926,96768
1-2,1,27,23.49745783730159,5.273148148148148,96768
1-2,1,28,24.343377976190474,5.089058366402116,96768
1-2,1,29,25.43408978174603,4.674768518518518,96768
1-2,1,30,26.272063078703702,4.403904183201059,96768
1-2,1,31,27.54932415674603,3.8055452215608465,96768
1-2,1,32,29.05345775462963,2.9465422453703702,96768
1-2,2,1,5.79615162037037,4.79615162037037,96768
1-2,2,2,7.3889405588624335,5.677135003306878,96768
1-2,2,3,8.45334201388889,6.054491154100529,96768
1-2,2,4,9.414527529761905,6.340391451719577,96768
1-2,2,5,9.99577339616402,6.349650710978836,96768
1-2,2,6,10.801328951719576,6.547877397486772,96768
1-2,2,7,11.450510499338625,6.63168609457672,96768
1-2,2,8,12.124865658068783,6.716548859126984,96768
1-2,2,9,12.616526124338625,6.7145130621693125,96768
1-2,2,10,13.14164806547619,6.728267609126984,96768
1-2,2,11,13.73662781084656,6.693473048941799,96768
1-2,2,12,14.408688822751323,6.842778604497354,96768
1-2,2,13,14.554945849867725,6.729363012566138,96768
1-2,2,14,15.123925264550264,6.711867559523809,96768
1-2,2,15,15.875382357804233,6.769355572089947,96768
