seed,pair,layer_id,intersection_size,count,share
0,4-7,-1,3,95089,0.3684934585813492
0,4-7,-1,4,118141,0.45782567584325395
0,4-8,0,0,0,0.0
0,4-8,0,1,7,0.00021701388888888888
0,4-8,0,2,120,0.003720238095238095
0,4-8,0,3,2910,0.09021577380952381
0,4-8,0,4,29219,0.9058469742063492
0,4-8,1,0,0,0.0
0,4-8,1,1,21,0.0006510416666666666
0,4-8,1,2,492,0.01525297619047619
0,4-8,1,3,7131,0.2210751488095238
0,4-8,1,4,24612,0.7630208333333334
0,4-8,2,0,0,0.0
0,4-8,2,1,165,0.005115327380952381
0,4-8,2,2,1925,0.05967881944444445
0,4-8,2,3,9912,0.3072916666666667
0,4-8,2,4,20254,0.6279141865079365
0,4-8,3,0,10,0.00031001984126984125
0,4-8,3,1,286,0.00886656746031746
0,4-8,3,2,4193,0.12999131944444445
0,4-8,3,3,12865,0.3988405257936508
0,4-8,3,4,14902,0.46199156746031744
0,4-8,4,0,13,0.00040302579365079363
0,4-8,4,1,538,0.01667906746031746
0,4-8,4,2,5048,0.15649801587301587
0,4-8,4,3,13653,0.4232700892857143
0,4-8,4,4,13004,0.40314980158730157
0,4-8,5,0,8,0.000248015873015873
0,4-8,5,1,867,0.02687872023809524
0,4-8,5,2,5973,0.1851748511904762
0,4-8,5,3,14407,0.4466455853174603
0,4-8,5,4,11001,0.3410528273809524
0,4-8,6,0,70,0.002170138888888889
0,4-8,6,1,1454,0.04507688492063492
0,4-8,6,2,7225,0.22398933531746032
