seed,pair,layer_id,intersection_size,count,share
0,4-8,6,3,13989,0.43368675595238093
0,4-8,6,4,9518,0.29507688492063494
0,4-8,7,0,38,0.0011780753968253968
0,4-8,7,1,1402,0.043464781746031744
0,4-8,7,2,7530,0.23344494047619047
0,4-8,7,3,14827,0.45966641865079366
0,4-8,7,4,8459,0.2622457837301587
0,4-8,-1,0,139,0.0005386594742063492
0,4-8,-1,1,4740,0.018368675595238096
0,4-8,-1,2,32506,0.12596881200396826
0,4-8,-1,3,89694,0.3475864955357143
0,4-8,-1,4,130969,0.507537357390873
0,5-6,0,0,0,0.0
0,5-6,0,1,0,0.0
0,5-6,0,2,16,0.000496031746031746
0,5-6,0,3,942,0.029203869047619048
0,5-6,0,4,9325,0.289093501984127
0,5-6,0,5,21973,0.6812065972222222
0,5-6,1,0,0,0.0
0,5-6,1,1,10,0.00031001984126984125
0,5-6,1,2,337,0.01044766865079365
0,5-6,1,3,3615,0.11207217261904762
0,5-6,1,4,14027,0.43486483134920634
0,5-6,1,5,14267,0.44230530753968256
0,5-6,2,0,1,3.1001984126984125e-05
0,5-6,2,1,75,0.0023251488095238095
0,5-6,2,2,1021,0.03165302579365079
0,5-6,2,3,6658,0.20641121031746032
0,5-6,2,4,14968,0.46403769841269843
0,5-6,2,5,9533,0.2955419146825397
0,5-6,3,0,0,0.0
0,5-6,3,1,147,0.004557291666666667
0,5-6,3,2,2311,0.07164558531746032
0,5-6,3,3,8948,0.27740575396825395
0,5-6,3,4,15086,0.46769593253968256
0,5-6,3,5,5764,0.1786954365079365
0,5-6,4,0,14,0.00043402777777777775
0,5-6,4,1,507,0.015718005952380952
0,5-6,4,2,3315,0.10277157738095238
0,5-6,4,3,10410,0.32273065476190477
0,5-6,4,4,13581,0.42103794642857145
0,5-6,4,5,4429,0.1373077876984127
0,5-6,5,0,27,0.0008370535714285714
0,5-6,5,1,614,0.019035218253968252
0,5-6,5,2,3897,0.12081473214285714
0,5-6,5,3,11868,0.3679315476190476
0,5-6,5,4,12107,0.3753410218253968
0,5-6,5,5,3743,0.11604042658730158
0,5-6,6,0,37,0.0011470734126984127
0,5-6,6,1,838,0.0259796626984127
0,5-6,6,2,4302,0.13337053571428573
0,5-6,6,3,11885,0.36845858134920634
0,5-6,6,4,11650,0.36117311507936506
0,5-6,6,5,3544,0.10987103174603174
0,5-6,7,0,15,0.0004650297619047619
0,5-6,7,1,564,0.017485119047619048
0,5-6,7,2,4770,0.14787946428571427
0,5-6,7,3,12933,0.4009486607142857
0,5-6,7,4,11608,0.35987103174603174
0,5-6,7,5,2366,0.07335069444444445
0,5-6,-1,0,94,0.0003642733134920635
0,5-6,-1,1,2755,0.010676308283730158
0,5-6,-1,2,19969,0.07738482762896826
0,5-6,-1,3,67259,0.2606453062996032
0,5-6,-1,4,102352,0.39663938492063494
0,5-6,-1,5,65619,0.25428989955357145
0,5-7,0,0,0,0.0
0,5-7,0,1,0,0.0
0,5-7,0,2,17,0.0005270337301587301
0,5-7,0,3,640,0.01984126984126984
0,5-7,0,4,6369,0.19745163690476192
0,5-7,0,5,25230,0.7821800595238095
0,5-7,1,0,0,0.0
0,5-7,1,1,19,0.0005890376984126984
0,5-7,1,2,191,0.005921378968253968
0,5-7,1,3,2452,0.07601686507936507
0,5-7,1,4,11887,0.3685205853174603
0,5-7,1,5,17707,0.5489521329365079
0,5-7,2,0,0,0.0
0,5-7,2,1,35,0.0010850694444444445
0,5-7,2,2,616,0.019097222222222224
0,5-7,2,3,4756,0.1474454365079365
0,5-7,2,4,13975,0.4332527281746032
0,5-7,2,5,12874,0.39911954365079366
0,5-7,3,0,9,0.00027901785714285713
0,5-7,3,1,61,0.0018911210317460317
0,5-7,3,2,1184,0.03670634920634921
0,5-7,3,3,6962,0.2158358134920635
0,5-7,3,4,14466,0.4484747023809524
0,5-7,3,5,9574,0.29681299603174605
0,5-7,4,0,0,0.0
0,5-7,4,1,282,0.008742559523809524
0,5-7,4,2,2405,0.07455977182539683
0,5-7,4,3,9011,0.27935887896825395
0,5-7,4,4,13281,0.41173735119047616
0,5-7,4,5,7277,0.2256014384920635
0,5-7,5,0,17,0.0005270337301587301
0,5-7,5,1,352,0.010912698412698412
0,5-7,5,2,3060,0.09486607142857142
0,5-7,5,3,10085,0.31265500992063494
0,5-7,5,4,13396,0.41530257936507936
0,5-7,5,5,5346,0.16573660714285715
0,5-7,6,0,40,0.001240079365079365
0,5-7,6,1,417,0.01292782738095238
0,5-7,6,2,3311,0.10264756944444445
0,5-7,6,3,10307,0.3195374503968254
0,5-7,6,4,12803,0.3969184027777778
0,5-7,6,5,5378,0.16672867063492064
0,5-7,7,0,12,0.0003720238095238095
0,5-7,7,1,441,0.013671875
0,5-7,7,2,3389,0.1050657242063492
0,5-7,7,3,10203,0.31631324404761907
0,5-7,7,4,13708,0.42497519841269843
0,5-7,7,5,4503,0.13960193452380953
0,5-7,-1,0,78,0.00030226934523809525
0,5-7,-1,1,1607,0.006227523561507937
0,5-7,-1,2,14173,0.054923890128968256
0,5-7,-1,3,54416,0.21087549603174602
0,5-7,-1,4,99885,0.38707914806547616
0,5-7,-1,5,87889,0.3405916728670635
0,5-8,0,0,0,0.0
0,5-8,0,1,0,0.0
0,5-8,0,2,0,0.0
0,5-8,0,3,288,0.008928571428571428
0,5-8,0,4,4021,0.12465897817460317
0,5-8,0,5,27947,0.8664124503968254
0,5-8,1,0,0,0.0
0,5-8,1,1,27,0.0008370535714285714
0,5-8,1,2,97,0.0030071924603174605
0,5-8,1,3,1306,0.04048859126984127
0,5-8,1,4,9988,0.30964781746031744
0,5-8,1,5,20838,0.6460193452380952
0,5-8,2,0,0,0.0
0,5-8,2,1,17,0.0005270337301587301
0,5-8,2,2,468,0.014508928571428572
0,5-8,2,3,3268,0.10131448412698413
0,5-8,2,4,12589,0.3902839781746032
0,5-8,2,5,15914,0.4933655753968254
0,5-8,3,0,0,0.0
0,5-8,3,1,80,0.00248015873015873
0,5-8,3,2,1160,0.035962301587301584
0,5-8,3,3,5989,0.18567088293650794
0,5-8,3,4,14264,0.44221230158730157
0,5-8,3,5,10763,0.3336743551587302
0,5-8,4,0,5,0.00015500992063492063
0,5-8,4,1,217,0.006727430555555556
0,5-8,4,2,1594,0.049417162698412696
0,5-8,4,3,7036,0.21812996031746032
0,5-8,4,4,13632,0.4226190476190476
0,5-8,4,5,9772,0.3029513888888889
0,5-8,5,0,8,0.000248015873015873
0,5-8,5,1,308,0.009548611111111112
0,5-8,5,2,2134,0.06615823412698413
0,5-8,5,3,8949,0.27743675595238093
0,5-8,5,4,13614,0.4220610119047619
0,5-8,5,5,7243,0.22454737103174602
0,5-8,6,0,7,0.00021701388888888888
0,5-8,6,1,422,0.013082837301587302
0,5-8,6,2,2863,0.08875868055555555
0,5-8,6,3,9274,0.2875124007936508
0,5-8,6,4,13397,0.41533358134920634
0,5-8,6,5,6293,0.1950954861111111
0,5-8,7,0,23,0.0007130456349206349
0,5-8,7,1,234,0.007254464285714286
0,5-8,7,2,2760,0.08556547619047619
0,5-8,7,3,9563,0.2964719742063492
0,5-8,7,4,13700,0.42472718253968256
0,5-8,7,5,5976,0.18526785714285715
0,5-8,-1,0,43,0.0001666356646825397
0,5-8,-1,1,1305,0.005057198660714286
0,5-8,-1,2,11076,0.04292224702380952
0,5-8,-1,3,45673,0.17699420262896826
0,5-8,-1,4,95205,0.36894298735119047
0,5-8,-1,5,104746,0.40591672867063494
0,6-7,0,0,0,0.0
0,6-7,0,1,0,0.0
0,6-7,0,2,0,0.0
0,6-7,0,3,89,0.0027591765873015875
0,6-7,0,4,1405,0.043557787698412696
0,6-7,0,5,10683,0.33119419642857145
0,6-7,0,6,20079,0.6224888392857143
0,6-7,1,0,0,0.0
0,6-7,1,1,0,0.0
0,6-7,1,2,16,0.000496031746031746
0,6-7,1,3,428,0.013268849206349206
0,6-7,1,4,4187,0.12980530753968253
0,6-7,1,5,14151,0.4387090773809524
0,6-7,1,6,13474,0.41772073412698413
0,6-7,2,0,0,0.0
0,6-7,2,1,11,0.0003410218253968254
0,6-7,2,2,135,0.004185267857142857
0,6-7,2,3,1558,0.04830109126984127
0,6-7,2,4,7806,0.24200148809523808
0,6-7,2,5,14785,0.4583643353174603
0,6-7,2,6,7961,0.24680679563492064
0,6-7,3,0,0,0.0
0,6-7,3,1,22,0.0006820436507936508
0,6-7,3,2,349,0.01081969246031746
0,6-7,3,3,2631,0.08156622023809523
0,6-7,3,4,9359,0.2901475694444444
0,6-7,3,5,13847,0.4292844742063492
0,6-7,3,6,6048,0.1875
0,6-7,4,0,0,0.0
0,6-7,4,1,50,0.0015500992063492063
0,6-7,4,2,716,0.022197420634920636
0,6-7,4,3,4129,0.12800719246031747
0,6-7,4,4,10869,0.33696056547619047
0,6-7,4,5,12580,0.3900049603174603
0,6-7,4,6,3912,0.1212797619047619
0,6-7,5,0,0,0.0
0,6-7,5,1,49,0.0015190972222222222
0,6-7,5,2,1108,0.034350198412698416
0,6-7,5,3,5266,0.1632564484126984
0,6-7,5,4,11881,0.36833457341269843
0,6-7,5,5,10996,0.34089781746031744
0,6-7,5,6,2956,0.09164186507936507
0,6-7,6,0,0,0.0
0,6-7,6,1,182,0.005642361111111111
0,6-7,6,2,1375,0.042627728174603176
0,6-7,6,3,5799,0.17978050595238096
0,6-7,6,4,11755,0.36442832341269843
0,6-7,6,5,10203,0.31631324404761907
0,6-7,6,6,2942,0.0912078373015873
0,6-7,7,0,0,0.0
0,6-7,7,1,97,0.0030071924603174605
0,6-7,7,2,1329,0.041201636904761904
0,6-7,7,3,5445,0.16880580357142858
0,6-7,7,4,12254,0.3798983134920635
0,6-7,7,5,10600,0.32862103174603174
0,6-7,7,6,2531,0.07846602182539683
0,6-7,-1,0,0,0.0
0,6-7,-1,1,411,0.0015927269345238095
0,6-7,-1,2,5028,0.019484747023809524
0,6-7,-1,3,25345,0.09821816096230158
0,6-7,-1,4,69516,0.26939174107142855
0,6-7,-1,5,97845,0.37917364211309523
0,6-7,-1,6,59903,0.23213898189484128
0,6-8,0,0,0,0.0
0,6-8,0,1,0,0.0
0,6-8,0,2,0,0.0
0,6-8,0,3,54,0.0016741071428571428
0,6-8,0,4,813,0.025204613095238096
0,6-8,0,5,7578,0.23493303571428573
0,6-8,0,6,23811,0.7381882440476191
0,6-8,1,0,0,0.0
0,6-8,1,1,0,0.0
0,6-8,1,2,7,0.00021701388888888888
0,6-8,1,3,210,0.006510416666666667
0,6-8,1,4,2348,0.07279265873015874
0,6-8,1,5,11398,0.35336061507936506
0,6-8,1,6,18293,0.5671192956349206
0,6-8,2,0,0,0.0
0,6-8,2,1,0,0.0
0,6-8,2,2,42,0.0013020833333333333
0,6-8,2,3,667,0.020678323412698412
0,6-8,2,4,4656,0.14434523809523808
0,6-8,2,5,13765,0.4267423115079365
0,6-8,2,6,13126,0.40693204365079366
0,6-8,3,0,0,0.0
0,6-8,3,1,21,0.0006510416666666666
0,6-8,3,2,153,0.004743303571428571
0,6-8,3,3,2283,0.07077752976190477
0,6-8,3,4,7913,0.2453187003968254
0,6-8,3,5,13406,0.4156125992063492
0,6-8,3,6,8480,0.2628968253968254
0,6-8,4,0,10,0.00031001984126984125
0,6-8,4,1,8,0.000248015873015873
0,6-8,4,2,439,0.013609871031746032
0,6-8,4,3,2958,0.09170386904761904
0,6-8,4,4,8718,0.2702752976190476
0,6-8,4,5,13515,0.41899181547619047
0,6-8,4,6,6608,0.2048611111111111
0,6-8,5,0,13,0.00040302579365079363
0,6-8,5,1,54,0.0016741071428571428
0,6-8,5,2,689,0.021360367063492064
0,6-8,5,3,3653,0.11325024801587301
0,6-8,5,4,10414,0.3228546626984127
0,6-8,5,5,12376,0.3836805555555556
0,6-8,5,6,5057,0.15677703373015872
0,6-8,6,0,1,3.1001984126984125e-05
0,6-8,6,1,88,0.002728174603174603
0,6-8,6,2,982,0.030443948412698412
0,6-8,6,3,4729,0.14660838293650794
0,6-8,6,4,11047,0.34247891865079366
0,6-8,6,5,11683,0.3621961805555556
0,6-8,6,6,3726,0.11551339285714286
0,6-8,7,0,0,0.0
0,6-8,7,1,144,0.004464285714285714
0,6-8,7,2,826,0.025607638888888888
0,6-8,7,3,4134,0.12816220238095238
0,6-8,7,4,10459,0.324249751984127
0,6-8,7,5,12385,0.38395957341269843
0,6-8,7,6,4308,0.13355654761904762
0,6-8,-1,0,24,9.300595238095238e-05
0,6-8,-1,1,315,0.001220703125
0,6-8,-1,2,3138,0.012160528273809524
0,6-8,-1,3,18688,0.07242063492063493
0,6-8,-1,4,56368,0.21843998015873015
0,6-8,-1,5,96106,0.37243458581349204
0,6-8,-1,6,83409,0.3232305617559524
0,7-8,0,0,0,0.0
0,7-8,0,1,0,0.0
0,7-8,0,2,0,0.0
0,7-8,0,3,0,0.0
0,7-8,0,4,115,0.0035652281746031745
0,7-8,0,5,1982,0.061445932539682536
0,7-8,0,6,11596,0.35949900793650796
0,7-8,0,7,18563,0.5754898313492064
0,7-8,1,0,0,0.0
0,7-8,1,1,0,0.0
0,7-8,1,2,0,0.0
0,7-8,1,3,30,0.0009300595238095238
0,7-8,1,4,594,0.018415178571428572
0,7-8,1,5,4044,0.1253720238095238
0,7-8,1,6,14745,0.45712425595238093
0,7-8,1,7,12843,0.39815848214285715
0,7-8,2,0,0,0.0
0,7-8,2,1,0,0.0
0,7-8,2,2,12,0.0003720238095238095
0,7-8,2,3,243,0.007533482142857143
0,7-8,2,4,1920,0.05952380952380952
0,7-8,2,5,8047,0.24947296626984128
0,7-8,2,6,15087,0.46772693452380953
0,7-8,2,7,6947,0.21537078373015872
0,7-8,3,0,0,0.0
0,7-8,3,1,6,0.00018601190476190475
0,7-8,3,2,126,0.00390625
0,7-8,3,3,708,0.02194940476190476
0,7-8,3,4,4085,0.12664310515873015
0,7-8,3,5,10099,0.3130890376984127
0,7-8,3,6,12745,0.3951202876984127
0,7-8,3,7,4487,0.1391059027777778
0,7-8,4,0,0,0.0
0,7-8,4,1,16,0.000496031746031746
0,7-8,4,2,124,0.0038442460317460315
0,7-8,4,3,1087,0.033699156746031744
0,7-8,4,4,5376,0.16666666666666666
0,7-8,4,5,12044,0.3733878968253968
0,7-8,4,6,10661,0.3305121527777778
0,7-8,4,7,2948,0.0913938492063492
0,7-8,5,0,0,0.0
0,7-8,5,1,27,0.0008370535714285714
0,7-8,5,2,216,0.006696428571428571
0,7-8,5,3,1429,0.04430183531746032
0,7-8,5,4,5987,0.18560887896825398
0,7-8,5,5,11811,0.36616443452380953
0,7-8,5,6,10078,0.31243799603174605
0,7-8,5,7,2708,0.08395337301587301
0,7-8,6,0,0,0.0
0,7-8,6,1,40,0.001240079365079365
0,7-8,6,2,319,0.009889632936507936
0,7-8,6,3,1888,0.05853174603174603
0,7-8,6,4,6894,0.21372767857142858
0,7-8,6,5,12248,0.37971230158730157
0,7-8,6,6,8609,0.26689608134920634
0,7-8,6,7,2258,0.07000248015873016
0,7-8,7,0,0,0.0
0,7-8,7,1,17,0.0005270337301587301
0,7-8,7,2,294,0.009114583333333334
0,7-8,7,3,2070,0.06417410714285714
0,7-8,7,4,6712,0.20808531746031747
0,7-8,7,5,11335,0.35140749007936506
0,7-8,7,6,9748,0.3022073412698413
0,7-8,7,7,2080,0.06448412698412699
0,7-8,-1,0,0,0.0
0,7-8,-1,1,106,0.0004107762896825397
0,7-8,-1,2,1091,0.00422789558531746
0,7-8,-1,3,7455,0.028889973958333332
0,7-8,-1,4,31683,0.12277948288690477
0,7-8,-1,5,71610,0.2775065104166667
0,7-8,-1,6,93269,0.3614405071924603
0,7-8,-1,7,52834,0.2047448536706349
1,1-2,0,0,12304,0.3814484126984127
1,1-2,0,1,19952,0.6185515873015873
1,1-2,1,0,16486,0.5110987103174603
1,1-2,1,1,15770,0.4889012896825397
1,1-2,2,0,20423,0.6331535218253969
1,1-2,2,1,11833,0.3668464781746032
1,1-2,3,0,23174,0.7184399801587301
1,1-2,3,1,9082,0.2815600198412698
1,1-2,4,0,23374,0.724640376984127
1,1-2,4,1,8882,0.275359623015873
1,1-2,5,0,22522,0.6982266865079365
1,1-2,5,1,9734,0.3017733134920635
1,1-2,6,0,24076,0.7464037698412699
1,1-2,6,1,8180,0.2535962301587302
1,1-2,7,0,21657,0.6714099702380952
1,1-2,7,1,10599,0.32859002976190477
1,1-2,-1,0,164016,0.6356026785714286
1,1-2,-1,1,94032,0.36439732142857145
1,1-3,0,0,7915,0.24538070436507936
1,1-3,0,1,24341,0.7546192956349206
1,1-3,1,0,12402,0.38448660714285715
1,1-3,1,1,19854,0.6155133928571429
1,1-3,2,0,16604,0.5147569444444444
1,1-3,2,1,15652,0.4852430555555556
1,1-3,3,0,20559,0.6373697916666666
1,1-3,3,1,11697,0.3626302083333333
1,1-3,4,0,20948,0.6494295634920635
1,1-3,4,1,11308,0.3505704365079365
1,1-3,5,0,20406,0.6326264880952381
1,1-3,5,1,11850,0.3673735119047619
1,1-3,6,0,21649,0.6711619543650794
1,1-3,6,1,10607,0.32883804563492064
1,1-3,7,0,18001,0.5580667162698413
1,1-3,7,1,14255,0.4419332837301587
1,1-3,-1,0,138484,0.5366598462301587
1,1-3,-1,1,119564,0.4633401537698413
1,1-4,0,0,5900,0.18291170634920634
1,1-4,0,1,26356,0.8170882936507936
1,1-4,1,0,9965,0.3089347718253968
1,1-4,1,1,22291,0.6910652281746031
1,1-4,2,0,13695,0.4245721726190476
1,1-4,2,1,18561,0.5754278273809523
1,1-4,3,0,17647,0.5470920138888888
1,1-4,3,1,14609,0.4529079861111111
1,1-4,4,0,18355,0.5690414186507936
1,1-4,4,1,13901,0.43095858134920634
1,1-4,5,0,17963,0.5568886408730159
1,1-4,5,1,14293,0.44311135912698413
1,1-4,6,0,19161,0.5940290178571429
1,1-4,6,1,13095,0.40597098214285715
1,1-4,7,0,15971,0.4951326884920635
1,1-4,7,1,16285,0.5048673115079365
1,1-4,-1,0,118657,0.4598253038194444
1,1-4,-1,1,139391,0.5401746961805556
1,1-5,0,0,3619,0.11219618055555555
1,1-5,0,1,28637,0.8878038194444444
1,1-5,1,0,7549,0.23403397817460317
1,1-5,1,1,24707,0.7659660218253969
1,1-5,2,0,11867,0.36790054563492064
1,1-5,2,1,20389,0.6320994543650794
1,1-5,3,0,15284,0.4738343253968254
1,1-5,3,1,16972,0.5261656746031746
1,1-5,4,0,16726,0.5185391865079365
1,1-5,4,1,15530,0.4814608134920635
1,1-5,5,0,15879,0.49228050595238093
1,1-5,5,1,16377,0.5077194940476191
1,1-5,6,0,17308,0.5365823412698413
1,1-5,6,1,14948,0.4634176587301587
1,1-5,7,0,13704,0.42485119047619047
1,1-5,7,1,18552,0.5751488095238095
1,1-5,-1,0,101936,0.39502728174603174
1,1-5,-1,1,156112,0.6049727182539683
1,1-6,0,0,2866,0.08885168650793651
1,1-6,0,1,29390,0.9111483134920635
1,1-6,1,0,6458,0.2002108134920635
1,1-6,1,1,25798,0.7997891865079365
1,1-6,2,0,10037,0.3111669146825397
1,1-6,2,1,22219,0.6888330853174603
1,1-6,3,0,13538,0.4197048611111111
1,1-6,3,1,18718,0.5802951388888888
1,1-6,4,0,14908,0.46217757936507936
1,1-6,4,1,17348,0.5378224206349206
1,1-6,5,0,14378,0.4457465277777778
1,1-6,5,1,17878,0.5542534722222222
1,1-6,6,0,15147,0.46958705357142855
1,1-6,6,1,17109,0.5304129464285714
1,1-6,7,0,12447,0.38588169642857145
1,1-6,7,1,19809,0.6141183035714286
1,1-6,-1,0,89779,0.3479158916170635
1,1-6,-1,1,168269,0.6520841083829365
1,1-7,0,0,1844,0.05716765873015873
1,1-7,0,1,30412,0.9428323412698413
1,1-7,1,0,4881,0.15132068452380953
1,1-7,1,1,27375,0.8486793154761905
1,1-7,2,0,8259,0.2560453869047619
1,1-7,2,1,23997,0.7439546130952381
1,1-7,3,0,10947,0.33937872023809523
1,1-7,3,1,21309,0.6606212797619048
1,1-7,4,0,12989,0.4026847718253968
1,1-7,4,1,19267,0.5973152281746031
1,1-7,5,0,12897,0.3998325892857143
1,1-7,5,1,19359,0.6001674107142857
1,1-7,6,0,13361,0.41421750992063494
1,1-7,6,1,18895,0.5857824900793651
1,1-7,7,0,11603,0.3597160218253968
1,1-7,7,1,20653,0.6402839781746031
1,1-7,-1,0,76781,0.29754541790674605
1,1-7,-1,1,181267,0.702454582093254
1,1-8,0,0,1273,0.03946552579365079
1,1-8,0,1,30983,0.9605344742063492
1,1-8,1,0,4015,0.12447296626984126
1,1-8,1,1,28241,0.8755270337301587
1,1-8,2,0,6837,0.21196056547619047
1,1-8,2,1,25419,0.7880394345238095
1,1-8,3,0,9938,0.30809771825396826
1,1-8,3,1,22318,0.6919022817460317
1,1-8,4,0,11585,0.3591579861111111
1,1-8,4,1,20671,0.6408420138888888
1,1-8,5,0,11182,0.3466641865079365
1,1-8,5,1,21074,0.6533358134920635
1,1-8,6,0,12725,0.394500248015873
1,1-8,6,1,19531,0.605499751984127
1,1-8,7,0,9657,0.2993861607142857
1,1-8,7,1,22599,0.7006138392857143
1,1-8,-1,0,67212,0.26046316964285715
1,1-8,-1,1,190836,0.7395368303571429
1,2-3,0,0,465,0.01441592261904762
1,2-3,0,1,8332,0.25830853174603174
1,2-3,0,2,23459,0.7272755456349206
1,2-3,1,0,1517,0.04703000992063492
1,2-3,1,1,14004,0.4341517857142857
1,2-3,1,2,16735,0.5188182043650794
1,2-3,2,0,3966,0.12295386904761904
1,2-3,2,1,16356,0.5070684523809523
1,2-3,2,2,11934,0.36997767857142855
1,2-3,3,0,4187,0.12980530753968253
1,2-3,3,1,17380,0.5388144841269841
1,2-3,3,2,10689,0.3313802083333333
1,2-3,4,0,6252,0.19382440476190477
1,2-3,4,1,17780,0.5512152777777778
1,2-3,4,2,8224,0.25496031746031744
1,2-3,5,0,5814,0.18024553571428573
1,2-3,5,1,18159,0.5629650297619048
1,2-3,5,2,8283,0.25678943452380953
1,2-3,6,0,5609,0.17389012896825398
1,2-3,6,1,17880,0.5543154761904762
1,2-3,6,2,8767,0.2717943948412698
1,2-3,7,0,4591,0.14233010912698413
1,2-3,7,1,16643,0.5159660218253969
1,2-3,7,2,11022,0.34170386904761907
1,2-3,-1,0,32401,0.1255619109623016
1,2-3,-1,1,126534,0.49035063244047616
1,2-3,-1,2,99113,0.3840874565972222
1,2-4,0,0,259,0.008029513888888888
1,2-4,0,1,6336,0.19642857142857142
1,2-4,0,2,25661,0.7955419146825397
1,2-4,1,0,1139,0.03531125992063492
1,2-4,1,1,10554,0.32719494047619047
1,2-4,1,2,20563,0.6374937996031746
1,2-4,2,0,2632,0.08159722222222222
1,2-4,2,1,14325,0.4441034226190476
1,2-4,2,2,15299,0.4742993551587302
1,2-4,3,0,3675,0.11393229166666667
1,2-4,3,1,15390,0.4771205357142857
1,2-4,3,2,13191,0.4089471726190476
1,2-4,4,0,4510,0.1398189484126984
1,2-4,4,1,15865,0.4918464781746032
1,2-4,4,2,11881,0.36833457341269843
1,2-4,5,0,4698,0.14564732142857142
1,2-4,5,1,17162,0.5320560515873016
1,2-4,5,2,10396,0.322296626984127
1,2-4,6,0,4258,0.1320064484126984
1,2-4,6,1,16898,0.5238715277777778
1,2-4,6,2,11100,0.34412202380952384
1,2-4,7,0,3555,0.11021205357142858
1,2-4,7,1,15195,0.47107514880952384
1,2-4,7,2,13506,0.4187127976190476
1,2-4,-1,0,24726,0.09581938244047619
1,2-4,-1,1,111725,0.4329620845734127
1,2-4,-1,2,121597,0.4712185329861111
1,2-5,0,0,145,0.004495287698412698
1,2-5,0,1,3391,0.10512772817460317
1,2-5,0,2,28720,0.8903769841269841
1,2-5,1,0,587,0.018198164682539684
1,2-5,1,1,8291,0.2570374503968254
1,2-5,1,2,23378,0.7247643849206349
1,2-5,2,0,1456,0.04513888888888889
1,2-5,2,1,11709,0.36300223214285715
1,2-5,2,2,19091,0.591858878968254
1,2-5,3,0,2423,0.07511780753968254
1,2-5,3,1,13765,0.4267423115079365
1,2-5,3,2,16068,0.49813988095238093
1,2-5,4,0,3296,0.10218253968253968
1,2-5,4,1,14000,0.4340277777777778
1,2-5,4,2,14960,0.46378968253968256
1,2-5,5,0,3333,0.1033296130952381
1,2-5,5,1,15340,0.4755704365079365
1,2-5,5,2,13583,0.4210999503968254
1,2-5,6,0,4017,0.12453497023809523
1,2-5,6,1,15636,0.48474702380952384
1,2-5,6,2,12603,0.39071800595238093
1,2-5,7,0,2689,0.08336433531746032
1,2-5,7,1,13342,0.4136284722222222
1,2-5,7,2,16225,0.5030071924603174
1,2-5,-1,0,17946,0.06954520089285714
1,2-5,-1,1,95474,0.3699854290674603
1,2-5,-1,2,144628,0.5604693700396826
1,2-6,0,0,86,0.002666170634920635
1,2-6,0,1,3061,0.09489707341269842
1,2-6,0,2,29109,0.9024367559523809
1,2-6,1,0,541,0.016772073412698412
1,2-6,1,1,6553,0.20315600198412698
1,2-6,1,2,25162,0.7800719246031746
1,2-6,2,0,1248,0.03869047619047619
1,2-6,2,1,10387,0.32201760912698413
1,2-6,2,2,20621,0.6392919146825397
1,2-6,3,0,1956,0.06063988095238095
1,2-6,3,1,12605,0.39078000992063494
1,2-6,3,2,17695,0.5485801091269841
1,2-6,4,0,2575,0.07983010912698413
1,2-6,4,1,13654,0.4233010912698413
1,2-6,4,2,16027,0.4968687996031746
1,2-6,5,0,2953,0.09154885912698413
1,2-6,5,1,14599,0.4525979662698413
1,2-6,5,2,14704,0.4558531746031746
1,2-6,6,0,3166,0.09815228174603174
1,2-6,6,1,14788,0.4584573412698413
1,2-6,6,2,14302,0.443390376984127
1,2-6,7,0,2113,0.06550719246031746
1,2-6,7,1,12616,0.39112103174603174
1,2-6,7,2,17527,0.5433717757936508
1,2-6,-1,0,14638,0.05672588045634921
1,2-6,-1,1,88263,0.342041015625
1,2-6,-1,2,155147,0.6012331039186508
1,2-7,0,0,56,0.001736111111111111
1,2-7,0,1,2342,0.07260664682539683
1,2-7,0,2,29858,0.9256572420634921
1,2-7,1,0,323,0.010013640873015874
1,2-7,1,1,4780,0.14818948412698413
1,2-7,1,2,27153,0.841796875
1,2-7,2,0,801,0.024832589285714284
1,2-7,2,1,8307,0.25753348214285715
1,2-7,2,2,23148,0.7176339285714286
1,2-7,3,0,1256,0.038938492063492064
1,2-7,3,1,10327,0.32015749007936506
1,2-7,3,2,20673,0.6409040178571429
1,2-7,4,0,1762,0.05462549603174603
1,2-7,4,1,11600,0.35962301587301587
1,2-7,4,2,18894,0.5857514880952381
1,2-7,5,0,2217,0.06873139880952381
1,2-7,5,1,13407,0.41564360119047616
1,2-7,5,2,16632,0.515625
1,2-7,6,0,2490,0.07719494047619048
1,2-7,6,1,14112,0.4375
1,2-7,6,2,15654,0.48530505952380953
1,2-7,7,0,1665,0.05161830357142857
1,2-7,7,1,11242,0.3485243055555556
1,2-7,7,2,19349,0.5998573908730159
1,2-7,-1,0,10570,0.040961371527777776
1,2-7,-1,1,76117,0.29497225322420634
1,2-7,-1,2,171361,0.6640663752480159
1,2-8,0,0,22,0.0006820436507936508
1,2-8,0,1,1435,0.044487847222222224
1,2-8,0,2,30799,0.9548301091269841
1,2-8,1,0,215,0.006665426587301587
1,2-8,1,1,3693,0.11449032738095238
1,2-8,1,2,28348,0.878844246031746
1,2-8,2,0,432,0.013392857142857142
1,2-8,2,1,7162,0.22203621031746032
1,2-8,2,2,24662,0.7645709325396826
1,2-8,3,0,708,0.02194940476190476
1,2-8,3,1,9170,0.2842881944444444
1,2-8,3,2,22378,0.6937624007936508
1,2-8,4,0,1332,0.041294642857142856
1,2-8,4,1,10278,0.31863839285714285
1,2-8,4,2,20646,0.6400669642857143
1,2-8,5,0,1660,0.05146329365079365
1,2-8,5,1,11480,0.3559027777777778
