pair,layer_id,source_rank,mean_target_rank,mean_absolute_displacement,count
3-5,2,31,29.11154513888889,2.276157924107143,258048
3-5,2,32,30.522294301835316,1.4777056981646826,258048
3-5,3,1,2.8031141493055554,1.8031141493055556,258048
3-5,3,2,4.630448598710317,2.9759114583333335,258048
3-5,3,3,5.9420882936507935,3.6079644097222223,258048
3-5,3,4,7.0412713913690474,4.021399119543651,258048
3-5,3,5,7.965111142113095,4.312147352430555,258048
3-5,3,6,8.730034722222221,4.485111297123016,258048
3-5,3,7,9.589882502480158,4.729941716269841,258048
3-5,3,8,10.42922634548611,4.873949807787699,258048
3-5,3,9,11.191844153025794,5.034408327132937,258048
3-5,3,10,11.904707651289682,5.111498635912699,258048
3-5,3,11,12.603972904265873,5.193413628472222,258048
3-5,3,12,13.373802548363095,5.314449249751984,258048
3-5,3,13,14.112548828125,5.320835658482143,258048
3-5,3,14,14.793088882688492,5.3891097780257935,258048
3-5,3,15,15.474942646329366,5.406063988095238,258048
3-5,3,16,16.179400731646826,5.410249255952381,258048
3-5,3,17,16.792333209325395,5.420758928571429,258048
3-5,3,18,17.53146701388889,5.414085751488095,258048
3-5,3,19,18.227101159474206,5.369687034970238,258048
3-5,3,20,18.884424603174605,5.34943111359127,258048
3-5,3,21,19.605480375744047,5.287206256200397,258048
3-5,3,22,20.370768229166668,5.250496031746032,258048
3-5,3,23,21.09884982638889,5.15154544890873,258048
3-5,3,24,21.854085286458332,5.041562034970238,258048
3-5,3,25,22.646844773065474,4.899371434771825,258048
3-5,3,26,23.40173146081349,4.759610615079365,258048
3-5,3,27,24.255917503720237,4.536105685763889,258048
3-5,3,28,25.206736731150794,4.244489397321429,258048
3-5,3,29,26.071734716021826,4.012327163938492,258048
3-5,3,30,27.156498015873016,3.5790860615079363,258048
3-5,3,31,28.328814794146826,3.0507347470238093,258048
3-5,3,32,29.801726810515873,2.198273189484127,258048
3-5,4,1,3.2286745101686507,2.2286745101686507,258048
3-5,4,2,5.253328838045635,3.5822598896329363,258048
