pair,layer_id,rbo_p90,rbo_p95,kendall_tau,mean_absolute_rank_displacement,normalized_footrule_similarity,top1_overlap,top4_overlap,top8_overlap,selected_containment_a,selected_containment_b,selected_jaccard,hypergeometric_calibrated_overlap,empirical_observed_overlap,empirical_null_overlap,empirical_ceiling_overlap,empirical_alignment_headroom,frequency_adjusted_overlap,empirical_ceiling_utilization,empirical_num_samples,selected_union_kendall_tau,common_selected_kendall_tau,common_pairwise_order_agreement,common_selected_exact_order_fraction,full_containment_record_fraction,ordered_containment_record_fraction,contained_exact_order_fraction,common_selected_record_mean_tau,common_selected_valid_record_fraction,common_pair_coverage,num_seeds
1-2,-1,0.5265529289576202,0.6719891403744593,0.41469263261364353,6.581223654368568,0.5886735216019646,0.22840421161954366,0.39985584077380953,0.5277024526444692,0.3572164868551587,0.17860824342757936,0.17860824342757936,0.3143642526455026,0.3572164868551587,0.20762479164358008,0.35721794007316465,0.1495931484295846,0.1888124489137022,0.9999903215201855,336.0,-0.30081128317212297,nan,nan,nan,0.3572164868551587,nan,nan,nan,0.0,nan,8
1-2,0,0.6888620792505029,0.789905209205414,0.6700845533801663,3.8585413372705855,0.7588411664205884,0.4207201760912699,0.6030069986979167,0.7101890927269345,0.6135176401289683,0.30675882006448413,0.30675882006448413,0.5877521494708995,0.6135176401289683,0.37195339544284023,0.6135408916170635,0.2415874961742232,0.3845699056406241,0.9999109978494345,336.0,-0.0066318411044973425,nan,nan,nan,0.6135176401289683,nan,nan,nan,0.0,nan,8
1-2,1,0.5982891368913574,0.7245452126896234,0.5310543429466985,5.360818287682912,0.664948857019818,0.3042418464781746,0.49031575520833337,0.6120561872209822,0.46448335193452384,0.23224167596726192,0.23224167596726192,0.4287822420634921,0.46448335193452384,0.2773973438555387,0.4652429005456349,0.18784555669009625,0.25907502944041394,0.9958962445085282,336.0,-0.18281611689814814,nan,nan,nan,0.46448335193452384,nan,nan,nan,0.0,nan,8
1-2,2,0.5390969825718206,0.6809917872707174,0.43538788826234875,6.395778111049108,0.6002638680594308,0.241792224702381,0.4153355189732143,0.5434512183779763,0.37679036458333337,0.18839518229166669,0.18839518229166669,0.33524305555555556,0.3767903645833333,0.22421005955019419,0.378448970734127,0.1542389111839328,0.1968612790056355,0.9891116886674624,336.0,-0.28112599206349204,nan,nan,nan,0.37679036458333337,nan,nan,nan,0.0,nan,8
1-2,3,0.4928921977907116,0.6473232300998689,0.3585170622794859,7.179809328109499,0.5512619169931563,0.18366737971230157,0.3601839580233135,0.49162849547371035,0.30032784598214285,0.15016392299107142,0.15016392299107142,0.2536830357142857,0.30032784598214285,0.18020595871327255,0.303435794890873,0.12322983617760047,0.1465772276522208,0.9745911921233092,336.0,-0.36900886656746024,nan,nan,nan,0.30032784598214285,nan,nan,nan,0.0,nan,8
1-2,4,0.4680606292591139,0.6290238265685699,0.31724302230342744,7.601391504681299,0.5249130309574188,0.16479104662698413,0.32684326171875,0.46047053261408727,0.269500248015873,0.1347501240079365,0.1347501240079365,0.22080026455026455,0.269500248015873,0.159446667352668,0.2732437375992064,0.11379707024653835,0.13094710364613865,0.9670170185482714,336.0,-0.39927455357142855,nan,nan,nan,0.269500248015873,nan,nan,nan,0.0,nan,8
1-2,5,0.4640670158941759,0.6259692855291088,0.31024957472278225,7.673774598136781,0.5203890876164512,0.1677091083829365,0.32074555896577384,0.4546896313864087,0.2695467509920635,0.13477337549603174,0.13477337549603174,0.2208498677248677,0.2695467509920635,0.15180039075692334,0.2741854228670635,0.12238503211014017,0.13889163988622738,0.9614573823316029,336.0,-0.3901935557208995,nan,nan,nan,0.2695467509920635,nan,nan,nan,0.0,nan,8
1-2,6,0.46471243368602183,0.6274770823707825,0.3204793622416835,7.569644019717262,0.5268972487676711,0.15337844122023808,0.32055567181299605,0.4587189205109127,0.25643678695436506,0.12821839347718253,0.12821839347718253,0.2068659060846561,0.25643678695436506,0.14091127364066192,0.26100570436507936,0.12009443072441746,0.1345900646016438,0.9617197387610256,336.0,-0.42087260251322745,nan,nan,nan,0.25643678695436506,nan,nan,nan,0.0,nan,8
1-2,7,0.49644295631725766,0.6506774892615901,0.37452525477255544,7.010032048301091,0.5618729969811818,0.1909334697420635,0.36186000279017855,0.4904155428447421,0.30712890625,0.153564453125,0.153564453125,0.26093750000000004,0.30712890625000006,0.1550732438365417,0.3114730592757937,0.15639981543925197,0.18006390458553562,0.9720492981896183,336.0,-0.3565667369378307,nan,nan,nan,0.30712890625,nan,nan,nan,0.0,nan,8
1-3,-1,0.5260835429614068,0.6713460706137828,0.41042186367896294,6.619676166110569,0.5862702396180894,0.2278258308531746,0.4006983439127604,0.5266530475919209,0.453735835968502,0.15124527865616733,0.15124527865616733,0.39722575003420907,0.453735835968502,0.2778073368504095,0.453735835968502,0.17592849911809247,0.24363612218877415,1.0,336.0,-0.1229081734147652,nan,nan,nan,0.453735835968502,nan,nan,nan,0.0,nan,8
