seed,pair,layer_id,metric_name,same_compute,fixed_step,fixed_minus_same
0,1-3,2,top1_agreement,0.1415860615079365,0.21704489087301587,0.07545882936507936
0,1-3,3,nestedness,0.3187003968253968,0.38913690476190477,0.07043650793650796
0,1-3,3,spearman,0.39368826150894165,0.4938986897468567,0.10021042823791504
0,1-3,3,top1_agreement,0.14453125,0.19205729166666666,0.04752604166666666
0,1-3,4,nestedness,0.28720238095238093,0.35301959325396826,0.06581721230158732
0,1-3,4,spearman,0.3323952257633209,0.43706241250038147,0.10466718673706055
0,1-3,4,top1_agreement,0.12372891865079365,0.16192336309523808,0.038194444444444434
0,1-3,5,nestedness,0.2594246031746032,0.3329923115079365,0.07356770833333331
0,1-3,5,spearman,0.3031381666660309,0.403908371925354,0.10077020525932312
0,1-3,5,top1_agreement,0.11312624007936507,0.15773809523809523,0.04461185515873016
0,1-3,6,nestedness,0.2626798115079365,0.30908978174603174,0.04640997023809523
0,1-3,6,spearman,0.29514506459236145,0.41387999057769775,0.1187349259853363
0,1-3,6,top1_agreement,0.10887896825396826,0.13702876984126985,0.0281498015873016
0,1-3,7,nestedness,0.30558655753968256,0.4046068948412698,0.09902033730158727
0,1-3,7,spearman,0.3235401213169098,0.4859844446182251,0.1624443233013153
0,1-3,7,top1_agreement,0.16049727182539683,0.21747891865079366,0.05698164682539683
0,1-4,0,nestedness,0.6715029761904762,0.8180183531746031,0.14651537698412698
0,1-4,0,spearman,0.7108115553855896,0.8263540863990784,0.11554253101348877
0,1-4,0,top1_agreement,0.298859126984127,0.4447234623015873,0.14586433531746035
0,1-4,1,nestedness,0.554749503968254,0.6634734623015873,0.10872395833333337
0,1-4,1,spearman,0.5994489192962646,0.7194767594337463,0.12002784013748169
0,1-4,1,top1_agreement,0.21999007936507936,0.3021143353174603,0.08212425595238093
0,1-4,2,nestedness,0.4427703373015873,0.566468253968254,0.12369791666666663
0,1-4,2,spearman,0.5005396604537964,0.6194648146629333,0.11892515420913696
0,1-4,2,top1_agreement,0.16592261904761904,0.23859126984126985,0.07266865079365081
0,1-4,3,nestedness,0.40544394841269843,0.4855530753968254,0.08010912698412698
0,1-4,3,spearman,0.41689053177833557,0.5089490413665771,0.09205850958824158
0,1-4,3,top1_agreement,0.15928819444444445,0.1978546626984127,0.038566468253968256
0,1-4,4,nestedness,0.36650545634920634,0.41496155753968256,0.04845610119047622
0,1-4,4,spearman,0.3568973243236542,0.4464130103588104,0.08951568603515625
0,1-4,4,top1_agreement,0.13643973214285715,0.16610863095238096,0.029668898809523808
0,1-4,5,nestedness,0.31625124007936506,0.41040426587301587,0.09415302579365081
0,1-4,5,spearman,0.3283918499946594,0.42989811301231384,0.10150626301765442
0,1-4,5,top1_agreement,0.10946800595238096,0.15442088293650794,0.04495287698412698
0,1-4,6,nestedness,0.32124255952380953,0.3869047619047619,0.06566220238095238
0,1-4,6,spearman,0.31021228432655334,0.4258311986923218,0.11561891436576843
0,1-4,6,top1_agreement,0.10280257936507936,0.1453062996031746,0.04250372023809523
0,1-4,7,nestedness,0.35246155753968256,0.4658358134920635,0.11337425595238093
0,1-4,7,spearman,0.31974494457244873,0.4677180349826813,0.14797309041023254
0,1-4,7,top1_agreement,0.15448288690476192,0.19633556547619047,0.04185267857142855
0,1-5,0,nestedness,0.7375062003968254,0.8679005456349206,0.13039434523809523
0,1-5,0,spearman,0.7174098491668701,0.8298889398574829,0.11247909069061279
0,1-5,0,top1_agreement,0.29975818452380953,0.4375,0.13774181547619047
0,1-5,1,nestedness,0.623015873015873,0.7494729662698413,0.12645709325396826
0,1-5,1,spearman,0.6084678173065186,0.7212547659873962,0.11278694868087769
0,1-5,1,top1_agreement,0.22944568452380953,0.3020833333333333,0.07263764880952378
0,1-5,2,nestedness,0.49485367063492064,0.6224888392857143,0.12763516865079366
0,1-5,2,spearman,0.5045231580734253,0.6148526072502136,0.11032944917678833
0,1-5,2,top1_agreement,0.15404885912698413,0.23465401785714285,0.08060515873015872
0,1-5,3,nestedness,0.47671750992063494,0.5359933035714286,0.05927579365079366
0,1-5,3,spearman,0.4365438222885132,0.5120278596878052,0.07548403739929199
0,1-5,3,top1_agreement,0.16852678571428573,0.19934275793650794,0.03081597222222221
0,1-5,4,nestedness,0.43681795634920634,0.4729972718253968,0.036179315476190466
