pair,layer_id,rbo_p90,rbo_p95,kendall_tau,mean_absolute_rank_displacement,normalized_footrule_similarity,top1_overlap,top4_overlap,top8_overlap,selected_containment_a,selected_containment_b,selected_jaccard,hypergeometric_calibrated_overlap,empirical_observed_overlap,empirical_null_overlap,empirical_ceiling_overlap,empirical_alignment_headroom,frequency_adjusted_overlap,empirical_ceiling_utilization,empirical_num_samples,selected_union_kendall_tau,common_selected_kendall_tau,common_pairwise_order_agreement,common_selected_exact_order_fraction,full_containment_record_fraction,ordered_containment_record_fraction,contained_exact_order_fraction,common_selected_record_mean_tau,common_selected_valid_record_fraction,common_pair_coverage,num_seeds
1-6,0,0.6063768695247447,0.7310759470487488,0.5499402938350555,5.163194444444445,0.6773003472222223,0.29921952504960314,0.50244140625,0.6238650367373512,0.7916201636904763,0.1319366939484127,0.1319366939484127,0.7435325091575091,0.7916201636904762,0.6176023988939547,0.7929726252480158,0.17537022635406113,0.45560492068033154,0.9923010951165404,336.0,0.18606040072278912,nan,nan,nan,0.7916201636904763,nan,nan,nan,0.0,nan,8
1-6,1,0.5396092392841879,0.682585362290363,0.44373419977003525,6.285966176835318,0.6071271139477926,0.22321041046626983,0.41568719773065477,0.5490180121527778,0.6798657614087301,0.11331096023478836,0.11331096023478836,0.6059886294261294,0.6798657614087301,0.5063176436908984,0.6820281498015873,0.17571050611068897,0.35145396966702586,0.9876648763622946,336.0,0.09305621988378684,nan,nan,nan,0.6798657614087301,nan,nan,nan,0.0,nan,8
1-6,2,0.4999594235864494,0.6532087834515713,0.37686674056514613,6.986312139601935,0.5633554912748792,0.1858878968253968,0.3692520383804564,0.5003860715835813,0.6008572048611112,0.10014286747685186,0.10014286747685186,0.508747329059829,0.6008572048611112,0.43852570394292467,0.603577628968254,0.16505192502532925,0.28946540732962056,0.9835136115792604,336.0,0.04052343159486016,nan,nan,nan,0.6008572048611112,nan,nan,nan,0.0,nan,8
1-6,3,0.4624865071603663,0.6252282404449413,0.30750520767704137,7.6816956050812255,0.5198940246824235,0.15178571428571427,0.32222105964781744,0.45643155536954366,0.5247822110615079,0.08746370184358465,0.08746370184358465,0.4151165674603175,0.5247822110615079,0.382713722401638,0.528382316468254,0.14566859406661598,0.23025024971056593,0.9754091278629357,336.0,-0.007949794501133787,nan,nan,nan,0.5247822110615079,nan,nan,nan,0.0,nan,8
1-6,4,0.43236534561918405,0.6028428740901938,0.25571736981791837,8.214200701032366,0.4866124561854771,0.12536427331349206,0.2856706891741071,0.41870892237103174,0.4667813740079365,0.07779689566798942,0.07779689566798942,0.34373092185592186,0.4667813740079365,0.34576306766611786,0.47166031125992064,0.12589724359380278,0.18505247937212757,0.9607610636064162,336.0,-0.04810039032974301,nan,nan,nan,0.4667813740079365,nan,nan,nan,0.0,nan,8
1-6,5,0.41247675568869346,0.5880513766072044,0.22216649209299394,8.563789973183283,0.4647631266760448,0.10781327504960317,0.2582571847098214,0.39394705636160715,0.42165798611111116,0.07027633101851852,0.07027633101851852,0.2881944444444444,0.42165798611111116,0.3123181931515957,0.42661055307539686,0.1142923599238011,0.1590367748671428,0.9560441663809933,336.0,-0.08020050902305366,nan,nan,nan,0.42165798611111116,nan,nan,nan,0.0,nan,8
1-6,6,0.40166620976155,0.580573398155336,0.20651983445690525,8.70180184500558,0.4561373846871512,0.09483894469246032,0.24445645771329366,0.38198561895461314,0.39340742807539686,0.06556790467923279,0.0655679046792328,0.2534245268620268,0.39340742807539686,0.2943716722338314,0.39896065848214285,0.1045889862483114,0.14050296856266528,0.9458055394747986,336.0,-0.10346808862433862,nan,nan,nan,0.39340742807539686,nan,nan,nan,0.0,nan,8
1-6,7,0.42030341968626456,0.5939965182873568,0.23625896823021675,8.398856753394718,0.47507145291283015,0.11353314112103174,0.2686990404885913,0.4027167426215278,0.4351089719742064,0.07251816199570106,0.07251816199570105,0.30474950396825395,0.43510897197420634,0.29672873000042216,0.4395306299603175,0.14280189995989534,0.19706694584732745,0.9690077753722314,336.0,-0.06264748086734694,nan,nan,nan,0.4351089719742064,nan,nan,nan,0.0,nan,8
1-7,-1,0.47284317827310823,0.6328964908184017,0.3267525396039409,7.482333592006139,0.5323541504996163,0.16234624953497023,0.33476814391121035,0.46711821783156626,0.5885823567708333,0.08408319382440477,0.08408319382440474,0.47338541666666667,0.5885823567708333,0.4445456852988591,0.5886254689050099,0.1440797836061508,0.2593490185456757,0.9997007689295472,336.0,0.04015106408774448,nan,nan,nan,0.5885823567708333,nan,nan,nan,0.0,nan,8
1-7,0,0.6074120613401379,0.7317022042223706,0.5503357918031754,5.157787746853298,0.6776382658216689,0.30029296875,0.5038665287078373,0.6249181353856647,0.8309578062996033,0.11870825804280044,0.11870825804280041,0.7836259920634921,0.8309578062996031,0.6655787938513171,0.8322908916170635,0.16671209776574636,0.49499877239444284,0.9920495584814084,336.0,0.22186200869236583,nan,nan,nan,0.8309578062996033,nan,nan,nan,0.0,nan,8
1-7,1,0.540267673318447,0.6829325135263881,0.4430889006583921,6.288461109948537,0.6069711806282164,0.22449699280753968,0.4176509796626984,0.5485912504650298,0.7275390625,0.10393415178571429,0.10393415178571425,0.65125,0.7275390625,0.5542983261567038,0.7297169518849207,0.17541862572821681,0.3885035242803382,0.9875481523698473,336.0,0.12923896772250568,nan,nan,nan,0.7275390625,nan,nan,nan,0.0,nan,8
1-7,2,0.5022801642881712,0.6550400274631967,0.3812661940051663,6.935706728980655,0.5665183294387091,0.18569413442460317,0.37176416790674605,0.5038074311755952,0.6576024615575398,0.09394320879393425,0.09394320879393422,0.5617311507936509,0.6576024615575397,0.48915466494110943,0.6601678757440477,0.17101321080293824,0.33008674579219766,0.9849823686481853,336.0,0.07845448834915911,nan,nan,nan,0.6576024615575398,nan,nan,nan,0.0,nan,8
1-7,3,0.46531700626091643,0.6274217236178142,0.31431924143145157,7.622318812779017,0.5236050742013114,0.15210735987103174,0.325591556609623,0.4601706852988591,0.5831783234126984,0.0833111890589569,0.0833111890589569,0.466468253968254,0.5831783234126984,0.43417215137939036,0.5862630208333334,0.15209086945394296,0.26353126819771294,0.979783489573002,336.0,0.033229513593631896,nan,nan,nan,0.5831783234126984,nan,nan,nan,0.0,nan,8
1-7,4,0.4329898099525081,0.6035916147223479,0.26006194083921375,8.176538618784102,0.48896633632599357,0.1226593501984127,0.2852260044642857,0.4210897778707837,0.5158110119047619,0.073687287414966,0.07368728741496597,0.38023809523809526,0.5158110119047619,0.39085611319549984,0.5200234064980158,0.12916729330251603,0.20513881777942317,0.9671962247048955,336.0,-0.01257287311626039,nan,nan,nan,0.5158110119047619,nan,nan,nan,0.0,nan,8
1-7,5,0.41320024486750706,0.588644443433045,0.22411395657447075,8.54443092951699,0.4659730669051882,0.10880921378968254,0.2580992683531746,0.39492700970362105,0.4709046378968254,0.06727209112811791,0.0672720911281179,0.3227579365079365,0.4709046378968254,0.35438532959726443,0.4752914186507936,0.1209060890535292,0.18059614248160222,0.9632020860350432,336.0,-0.04165070433555366,nan,nan,nan,0.4709046378968254,nan,nan,nan,0.0,nan,8
1-7,6,0.4014879215679849,0.580407091371522,0.20594418433404738,8.709014165969123,0.45568661462692983,0.09270368303571427,0.24573916480654762,0.3818480476500496,0.4403715587797619,0.06291022268282313,0.0629102226828231,0.28367559523809527,0.4403715587797619,0.331246471050743,0.44572327628968256,0.11447680523893955,0.16330416124695357,0.9528756608120826,336.0,-0.06384185075940098,nan,nan,nan,0.4403715587797619,nan,nan,nan,0.0,nan,8
1-7,7,0.41979054458919307,0.5934323081905293,0.23489010718560988,8.424410623217387,0.4734743360489134,0.11200629340277778,0.2702074807787698,0.40159340510292657,0.4822939918154762,0.06889914168792519,0.06889914168792516,0.3373363095238095,0.48229399181547616,0.33667363221884494,0.48640950520833337,0.14973587298948837,0.2198297165866926,0.9723199481361071,336.0,-0.02351103744449168,nan,nan,nan,0.4822939918154762,nan,nan,nan,0.0,nan,8
1-8,-1,0.4746108603662028,0.6342232067289946,0.32943590225711944,7.450194676717123,0.5343628327051798,0.16327146499875994,0.33706410725911456,0.4692222353011843,0.6345268128410217,0.07931585160512772,0.07931585160512772,0.5127024171213624,0.6345268128410217,0.48758055156487456,0.6345704093812004,0.1469898578163258,0.2867953126673999,0.9997008910452048,336.0,0.0697967921435067,nan,nan,nan,0.6345268128410217,nan,nan,nan,0.0,nan,8
1-8,0,0.6062974907954093,0.7311357242382861,0.5502698344569052,5.156100076342386,0.6777437452286008,0.2957201760912698,0.5024665953621033,0.6247975182911706,0.8658079117063492,0.10822598896329365,0.10822598896329365,0.8210772156084656,0.8658079117063491,0.7055542857934398,0.8672688802083333,0.1617145944148936,0.5447985374720814,0.9910214059734317,336.0,0.24299878009652934,nan,nan,nan,0.8658079117063492,nan,nan,nan,0.0,nan,8
1-8,1,0.5414880851468855,0.6838438343579527,0.44510010750063,6.266485305059524,0.6083446684337798,0.2251712859623016,0.41932411799355157,0.5503559415302579,0.7723834325396826,0.09654792906746032,0.09654792906746032,0.6965112433862434,0.7723834325396826,0.5993678728417342,0.7744063120039684,0.1750384391622341,0.43179945286746835,0.9884656184946424,336.0,0.15731154115291948,nan,nan,nan,0.7723834325396826,nan,nan,nan,0.0,nan,8
1-8,2,0.5039671516670752,0.6562499968104807,0.383971183530746,6.910785008990576,0.5680759369380891,0.1854887462797619,0.3748304578993056,0.5057910737537201,0.7029389880952381,0.08786737351190477,0.08786737351190477,0.6039186507936507,0.7029389880952381,0.5341207342589075,0.7052137586805555,0.17109302442164806,0.36255773011692133,0.9867307238376208,336.0,0.11019553763345616,nan,nan,nan,0.7029389880952381,nan,nan,nan,0.0,nan,8
