seed,train_k,layer_id,task_id,task_name,expert_id,count,share
0,1,0,2,math_ko,10,190,0.04123263888888889
0,1,0,2,math_ko,11,83,0.018012152777777776
0,1,0,2,math_ko,12,192,0.041666666666666664
0,1,0,2,math_ko,13,82,0.017795138888888888
0,1,0,2,math_ko,14,41,0.008897569444444444
0,1,0,2,math_ko,15,178,0.038628472222222224
0,1,0,2,math_ko,16,179,0.03884548611111111
0,1,0,2,math_ko,17,82,0.017795138888888888
0,1,0,2,math_ko,18,172,0.03732638888888889
0,1,0,2,math_ko,19,167,0.03624131944444445
0,1,0,2,math_ko,20,161,0.03493923611111111
0,1,0,2,math_ko,21,116,0.025173611111111112
0,1,0,2,math_ko,22,199,0.04318576388888889
0,1,0,2,math_ko,23,91,0.019748263888888888
0,1,0,2,math_ko,24,119,0.025824652777777776
0,1,0,2,math_ko,25,79,0.017144097222222224
0,1,0,2,math_ko,26,183,0.039713541666666664
0,1,0,2,math_ko,27,131,0.028428819444444444
0,1,0,2,math_ko,28,84,0.018229166666666668
0,1,0,2,math_ko,29,107,0.023220486111111112
0,1,0,2,math_ko,30,186,0.040364583333333336
0,1,0,2,math_ko,31,222,0.048177083333333336
0,1,0,3,math_en,0,89,0.019314236111111112
0,1,0,3,math_en,1,109,0.023654513888888888
0,1,0,3,math_en,2,74,0.016059027777777776
0,1,0,3,math_en,3,101,0.021918402777777776
0,1,0,3,math_en,4,261,0.056640625
0,1,0,3,math_en,5,163,0.03537326388888889
0,1,0,3,math_en,6,195,0.042317708333333336
0,1,0,3,math_en,7,165,0.035807291666666664
0,1,0,3,math_en,8,156,0.033854166666666664
0,1,0,3,math_en,9,150,0.032552083333333336
0,1,0,3,math_en,10,132,0.028645833333333332
0,1,0,3,math_en,11,72,0.015625
0,1,0,3,math_en,12,188,0.04079861111111111
0,1,0,3,math_en,13,110,0.023871527777777776
0,1,0,3,math_en,14,114,0.024739583333333332
0,1,0,3,math_en,15,209,0.045355902777777776
0,1,0,3,math_en,16,218,0.047309027777777776
0,1,0,3,math_en,17,94,0.020399305555555556
0,1,0,3,math_en,18,112,0.024305555555555556
0,1,0,3,math_en,19,153,0.033203125
0,1,0,3,math_en,20,138,0.029947916666666668
0,1,0,3,math_en,21,80,0.017361111111111112
0,1,0,3,math_en,22,139,0.030164930555555556
0,1,0,3,math_en,23,151,0.032769097222222224
0,1,0,3,math_en,24,158,0.03428819444444445
0,1,0,3,math_en,25,141,0.030598958333333332
0,1,0,3,math_en,26,175,0.03797743055555555
0,1,0,3,math_en,27,172,0.03732638888888889
0,1,0,3,math_en,28,108,0.0234375
0,1,0,3,math_en,29,70,0.015190972222222222
0,1,0,3,math_en,30,206,0.04470486111111111
0,1,0,3,math_en,31,205,0.044487847222222224
0,1,0,4,code,0,117,0.025390625
0,1,0,4,code,1,166,0.03602430555555555
0,1,0,4,code,2,94,0.020399305555555556
0,1,0,4,code,3,123,0.026692708333333332
0,1,0,4,code,4,153,0.033203125
0,1,0,4,code,5,232,0.050347222222222224
0,1,0,4,code,6,134,0.029079861111111112
0,1,0,4,code,7,172,0.03732638888888889
0,1,0,4,code,8,85,0.018446180555555556
0,1,0,4,code,9,155,0.033637152777777776
0,1,0,4,code,10,177,0.038411458333333336
0,1,0,4,code,11,114,0.024739583333333332
0,1,0,4,code,12,258,0.055989583333333336
0,1,0,4,code,13,88,0.019097222222222224
0,1,0,4,code,14,88,0.019097222222222224
0,1,0,4,code,15,260,0.05642361111111111
0,1,0,4,code,16,160,0.034722222222222224
0,1,0,4,code,17,109,0.023654513888888888
0,1,0,4,code,18,122,0.026475694444444444
0,1,0,4,code,19,111,0.024088541666666668
