seed,train_k,layer_id,task_id,task_name,num_records,normalized_gate_entropy,top1_top2_logit_margin,selected_probability_mass,normalized_selected_weight_entropy
0,2,1,4,code,4608,0.9325290322303772,0.43490737676620483,0.20209023356437683,0.9492204189300537
0,2,1,5,reasoning,4608,0.9280785322189331,0.4478408992290497,0.20848894119262695,0.9469273090362549
0,2,1,6,translation,4608,0.9257121682167053,0.4549980163574219,0.21219351887702942,0.94571852684021
0,2,2,0,general_ko,4608,0.9221481680870056,0.48161035776138306,0.21730934083461761,0.9380558729171753
0,2,2,1,general_en,4608,0.9255779981613159,0.46457576751708984,0.21171586215496063,0.9420827031135559
0,2,2,2,math_ko,4608,0.9207658767700195,0.5409825444221497,0.22160156071186066,0.9247902631759644
0,2,2,3,math_en,4608,0.9198266267776489,0.5282806754112244,0.22352531552314758,0.9296219944953918
0,2,2,4,code,4608,0.9241539835929871,0.4777972996234894,0.21262948215007782,0.9377140402793884
0,2,2,5,reasoning,4608,0.9232962131500244,0.4822494685649872,0.2167389988899231,0.9375402927398682
0,2,2,6,translation,4608,0.9229838252067566,0.45952552556991577,0.21691863238811493,0.9430773258209229
0,2,3,0,general_ko,4608,0.9155770540237427,0.5015313625335693,0.22543419897556305,0.931931734085083
0,2,3,1,general_en,4608,0.9149892330169678,0.5116614103317261,0.22650963068008423,0.9295699000358582
0,2,3,2,math_ko,4608,0.9051207304000854,0.5671508312225342,0.24064701795578003,0.9157991409301758
0,2,3,3,math_en,4608,0.9172750115394592,0.49663957953453064,0.2222258448600769,0.9341952204704285
0,2,3,4,code,4608,0.912672758102417,0.4991038739681244,0.22933848202228546,0.9357583522796631
0,2,3,5,reasoning,4608,0.9110892415046692,0.5657336115837097,0.23254792392253876,0.9196218848228455
0,2,3,6,translation,4608,0.9112904667854309,0.5179638266563416,0.2322508990764618,0.9300191402435303
0,2,4,0,general_ko,4608,0.8996162414550781,0.5731583833694458,0.2485535740852356,0.9173102974891663
0,2,4,1,general_en,4608,0.9058840870857239,0.5381823778152466,0.2402462214231491,0.9240216016769409
0,2,4,2,math_ko,4608,0.9104176759719849,0.4910016655921936,0.23449622094631195,0.9345784783363342
0,2,4,3,math_en,4608,0.898494303226471,0.5849336981773376,0.24912013113498688,0.9124600887298584
0,2,4,4,code,4608,0.8921288251876831,0.6744868755340576,0.26054245233535767,0.8894206285476685
0,2,4,5,reasoning,4608,0.9025058746337891,0.5553407669067383,0.24308735132217407,0.9182708263397217
0,2,4,6,translation,4608,0.8963658809661865,0.642668604850769,0.2547700107097626,0.9010012149810791
0,2,5,0,general_ko,4608,0.8879154920578003,0.6111725568771362,0.2660689055919647,0.905893862247467
0,2,5,1,general_en,4608,0.8950363993644714,0.5855617523193359,0.2553223967552185,0.9103532433509827
0,2,5,2,math_ko,4608,0.8995459675788879,0.5782988667488098,0.247561514377594,0.9146702289581299
0,2,5,3,math_en,4608,0.8978373408317566,0.5581298470497131,0.2487013041973114,0.9176825284957886
0,2,5,4,code,4608,0.892089307308197,0.5723342895507812,0.2593584656715393,0.914240300655365
0,2,5,5,reasoning,4608,0.883225679397583,0.6676696538925171,0.2754615545272827,0.8913974761962891
0,2,5,6,translation,4608,0.8950315117835999,0.586688756942749,0.2537747621536255,0.9114706516265869
0,2,6,0,general_ko,4608,0.8911916017532349,0.6578105092048645,0.26130181550979614,0.8912346959114075
0,2,6,1,general_en,4608,0.8945456743240356,0.640700101852417,0.2569490075111389,0.8966507315635681
0,2,6,2,math_ko,4608,0.890038788318634,0.6619427800178528,0.2603537142276764,0.8891534805297852
0,2,6,3,math_en,4608,0.8974822163581848,0.6307370066642761,0.25268304347991943,0.9001004099845886
0,2,6,4,code,4608,0.8898589611053467,0.6856493353843689,0.2654871344566345,0.8883097767829895
0,2,6,5,reasoning,4608,0.8827986121177673,0.7351807951927185,0.2765043079853058,0.8730261921882629
